texts,labels
"Indian Prime Minister Manmohan Singh says his nation is working toward a  quot;mutually acceptable solution quot; to all outstanding issues with Pakistan, including disputed Kashmir.",0
"OAKLAND, Calif. -- Prosecutors are expected to ask for a continuance in the case of Rangers relief pitcher Frank Francisco at a preliminary court hearing scheduled for Wednesday afternoon.",1
Colombia arrests a series of right-wing paramilitaries as the peace process enters a delicate phase.,0
BALTIMORE - Astronomy buffs and amateur skywatchers turned out to watch a total lunar eclipse Wednesday night -he last one Earth will get for nearly 2 1/2 years.,3
"Jake Plummer #39;s split personality was on full display Sunday during the Broncos #39; 41-28 loss to Atlanta. The good Jake threw for 499 yards, more than any other quarterback in Broncos history.",1
Pakistan won the toss and unsurprisingly chose to bowl first as they and West Indies did battle at the Rose Bowl today for a place in the ICC Champions Trophy final against hosts England.,1
The 25 European Union leaders on Friday signed the EU #39;s first constitution that aims to boost the union #39;s presence on the world stage but will face a tough ratification test at the hands of European parliaments and voters before it can take effect.,0
Internet giant Yahoo is introducing new search engine tools that will enable users to create personal folders and share their favorite links with others.,3
NAGPUR - The Indian dressing room was empty after stumps as the hooting and hollering from the Australian shed drifted over the Vidarbha Cricket Association ground.,1
"LOS ANGELES -- The NASA spacecraft Cassini, which is carrying a European Space Agency probe, cut off communications with controllers on Monday as it prepared to peer beneath a veil of smog shrouding Saturn #39;s moon, Titan.",3
"AFP - A remorse-stricken Norwegian has finally settled a hotel bill 24 years after he decamped without paying, the management of the Hotel Clarion in the city of Kristiansand said.",0
"LONDON - The British government has fired 19 civil servants and disciplined more than 200 in an unprecedented crackdown on viewing internet porn at work, officials say.",3
The ruling and opposition parties on Friday continued to lock horns over the establishment of a committee to explore the truth of the nation #39;s modern history a day after Uri Party leader Shin Ki-nam resigned because of his father #39;s ...,0
"French Economy Minister Nicolas Sarkozy said late Wednesday that there was no need to lower the 2005 economic growth forecast for France because of surging oil prices, saying such a move would dent confidence.",2
"A year after a scathing report on the shuttle Columbia tragedy criticized NASA #39;s safety and management culture, a consultant hired to make changes said Thursday the space agency is showing signs of recovery.",3
"Feedster Includes Kanoodle Ads in RSS Feeds\\Feedster, Inc. today announced the launch of its RSS feed media program. The Company rsquo;s RSS search feeds will soon contain context targeted ads from Kanoodle, Inc., a leading provider of sponsored links for search results and content pages. Alternatively searchers may opt to pay ...",3
"AP - With two fruitless negotiating sessions behind them and only one month left before an NHL lockout, the league and the players association will return to the bargaining table Tuesday.",1
" BAGHDAD (Reuters) - Iraq believes the weekend massacre of  49 army recruits could have been an inside job, a source close  to interim Prime Minister Iyad Allawi told Reuters Monday.",0
"BRUSSELS - European Union foreign ministers Monday urged Iran to suspend its uranium enrichment activities, saying Tehran could face a  quot;serious situation quot; if it continued to defy the international community.",0
"The Standard  amp; Poor #39;s 500 index reached its highest close since the Sept. 11, 2001, terror attacks Thursday as stocks surged on the Federal Reserve #39;s upbeat assessment of the economy and a sharp drop in oil prices.",2
The up to 64-way eServer p5 595 will be the new flagship of the product line with nearly three times the commercial performance and double the capacity of its predecessor.,3
"People who own something valuable, like a house, want to protect themselves against financial loss. Natural disasters like fire, storms or flooding can damage or destroy valuable possessions.",2
"Kevin Millar, at the center of a scrum of New York media types seeking some back-page material for the weekend Red Sox-Yankees series, insisted before last night's first pitch that his team's focus had not strayed ahead to the pinstripers.",1
"AP - Finland didn't get its long-awaited revenge on Sweden, but a 4-4 tie was good enough to win the European Pool at the World Cup of Hockey on Saturday.",1
"SANTIAGO, Nov 20 (TNA) - Prime Minister Thaksin Shinawatra arrived in the Chilean capital city of Santiago this early morning to attend the 12th Asia-Pacific Economic Cooperation (APEC) Summit due to be held on 20-21 November (local time).",0
"Despite proximity of faster, cheaper AMD rivals",3
"Reuters - Shares of Intel Corp.  fell\more than 7 percent before the opening bell on Friday, a day\after the technology bellwether slashed its quarterly sales\outlook.",2
"Washington, DC - The No. 11 MSU basketball team lost 96-83 to George Washington Saturday afternoon in the first-round of the BB amp;T Classic.",1
CBC SPORTS ONLINE - Star pitcher Pedro Martinez confirmed on Tuesday that he #39;s leaving the Boston Red Sox to join the New York Mets.,1
"You may have seen Patriots owner Robert Kraft sitting with Red Sox owner John Henry at Fenway Park last season, and the two sat together at a playoff game in New York. They were together again Nov. 14 when the Patriots honored the Red Sox with a ceremony at Gillette Stadium.",1
"If you can bring yourself to just do it, returning things bought! on the Web is getting easier.",3
" TOKYO (Reuters) - The yen edged up against the dollar on  Thursday on lower oil prices, but gains were stemmed as  investors refrained from taking fresh positions ahead of the  Bank of Japan's corporate sentiment survey due on Friday.",2
 VIENNA (Reuters) - Iran on Monday suspended sensitive  nuclear activities that could be used to make a bomb in a move  likely to thwart U.S. efforts to report the Islamic Republic to  the U.N. Security Council for possible sanctions.,0
Ericsson said Friday that it received contracts to build wireless communications networks in China and South Africa. China Telecom Corp.,3
"A jury has decided that the destruction of the World Trade Center was two events, meaning leaseholder Larry Silverstein can collect twice from insurance companies.",0
"US astronaut Mike Fincke descended safely to Earth with two cosmonauts aboard a Russian Soyuz capsule late Saturday, Houston time, to end a six-month stay aboard the international space station.",3
"Description: NPR #39;s Michele Norris talks with Knolly Moses, a Jamaican freelance journalist, about Hurricane Ivan. The storm is expected to hit Jamaica in full force late this afternoon, and the capital of Kingston lies directly in Ivan #39;s path.",0
ROMAN Abramovich #39;s face was wreathed in smiles yesterday and he had every reason as the billionaire owner of Premiership side Chelsea saw his team book its place in the last 16 of ,1
" NEW YORK (Reuters) - U.S. stock futures rose on Tuesday,  pointing to a higher market open, on retreating oil prices and  stronger-than-expected earnings from technology bellwethers  International Business Machines Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=IBM.N target=/stocks/quickinfo/fullquote""&gt;IBM.N&lt;/A&gt; and Texas  Instruments Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=TXN.N target=/stocks/quickinfo/fullquote""&gt;TXN.N&lt;/A&gt;",2
A new report urges humanitarian groups to maintain a local presence in disaster-prone areas.,0
"washingtonpost.com - In the final few weeks before the 2004 election, lobbyists for high-tech, entertainment and civil liberties interests were crammed into an icy room in the Dirksen Senate office building, trying to hammer out a bill that would have put Internet song-swapping networks like Kazaa and eDonkey out of business.",3
"AP - Despite President Bush's clear margin of victory in the 2004 presidential race, voting and civil rights advocates say the election did not go as smoothly as Americans might think.",0
A 3-0 start hasn't skewed Navy's view of where their season can go if they lose focus according to Coach Paul Johnson.,1
"For the second straight game, the Rangers used a lefthanded reliever against Mark Bellhorn even though the switch-hitting second baseman has fared better against lefthanders (.313) than righthanders (.244). Texas opted to try protecting an 8-1 lead by sending out lefthander Ron Mahay yesterday against Bellhorn. Lefthanded hitters were batting .202 against Mahay and righthanders .238. So it was that ...",1
"Police in India warn people not to look for bounty stashed by the outlaw Veerappan, after his death earlier in the week.",0
"Baseball owners took another step toward moving the Montreal Expos to Washington next year, giving conditional approval Friday but hinging their decision on the September agreement that did not cap the cost of a new stadium.",1
" ANAHEIM, Calif. (Sports Network) - Anaheim Angels  outfielder Vladimir Guerrero was drilled on the left side of  his head by a pitch from Mariners pitcher Ryan Franklin,  forcing him out of Monday's game in the first inning.",1
"Australia #39;s unemployment rate dropped for the second straight month to 5.6 percent in September, the government said Thursday.",2
"Health India: London, Oct. 30 : Nano-engineers at Singapore #39;s Institute of Bioengineering and Nanotechnology have developed contact lenses that release controlled doses of drugs to treat eye diseases such as glaucoma.",3
THERE IS no excuse for the behavior exhibited by a few Oakland A #39;s fans and some members of the Texas Rangers baseball team that sent a player to jail and left a spectator with a broken nose.,1
"JERUSALEM -- Israel is prepared to coordinate its pullout from Gaza with a new Palestinian government, officials said yesterday, a shift from Prime Minister Ariel Sharon's concept of  quot;unilateral disengagement quot; and a sign that cooperation may be restored in the post-Arafat era.",0
AP - The White House on Wednesday told 15 federal agencies to better share scientific data about the Earth among themselves and with other nations.,3
Tiger Woods fired a superb five-under-par 65 in torrential rain to take a three-stoke lead after the first round of the Dunlop Phoenix tournament on Thursday.,1
"Oil prices hit record highs again Wednesday, amid continuing concerns about the supply of crude oil. In New York, crude oil for future delivery hit an all-time high of \$51.",2
European Union (EU) foreign policychief Javier Solana wrote on Wednesday to the incumbent Afghan leader Hamid Karzai congratulating him on his victory in the firstdirect presidential elections in Afghanistan.,0
"AP - Cuban authorities forced a group of protesters to leave a Havana park where they planted themselves two days earlier to demand the transfer of a jailed dissident to the capital for medical treatment, one of the protesters said.",0
" VIENNA (Reuters) - The European Union pressed Iran on  Wednesday to scrap its uranium enrichment program in exchange  for nuclear technology, but diplomats said it was unclear if  Tehran would agree.",0
"WASHINGTON - Cingular Wireless LLC will divest itself of wireless customers and other assets in 13 U.S. markets as a requirement for its \$41 billion acquisition of AT T Wireless Services Inc., according to an consent decree announced Monday by the company and the U.S. Department of Justice (DOJ).",3
"Defense technology developer Foster-Miller Inc. of Waltham says it will be acquired for \$163 million by Britain's QinetiQ Group PLC, a public-private partnership with the United Kingdom Ministry of Defense.",2
"Presidential elections are taking place in Ghana, which boasts political stability but much poverty.",0
"ABIDJAN (AFP) - South African President Thabo Mbeki was to meet his Ivory Coast counterpart Laurent Gbagbo, hoping to ease tensions after a weekend of violence that has evoked fears of a return to the conflict that has split the west African state for two ",0
"ISLAMABAD, PAKISTAN - A suicide attacker detonated a bomb at a Shia mosque in the eastern Pakistani city of Lahore Sunday, killing at least four people.",0
"Video game publisher Activision Inc. and Nielsen Entertainment, on Monday said they were collaborating to produce a measurement system for corporate advertisers to compare the reach ",2
"Speculation of a possible deal between Hudson #39;s Bay Co. and American retailer Target Corp. heated up again as the Canadian icon prepared to release its quarterly results today, but the Bay #39;s largest shareholder downplayed the rumours.",2
"Reuters - Myanmar's second most prominent\political prisoner said Saturday he felt like he had ""awoken\from dreamland"" after he returned home from nearly 16 years in\jail.",0
Deep-sea manned sub Alvin is hailed as it goes into retirement following 40 years of remarkable work.,3
"AP - An earthquake shook people awake in the Costa Rican capital early Saturday, where leaders of 21 nations had gathered for a summit meeting.",0
"TSN has obtained a memo showing the NHL will reject the latest offer from its players.  quot;In sum, we believe the Union #39;s December 9 CBA proposal, while offering necessary and significant short-term financial ",1
"Anaheim, CA (Sports Network) - Free agent starting pitcher Carl Pavano has chosen to join the New York Yankees and the two sides were working on finalizing a contract before the end of the winter meetings.",1
"US fans of the Metal Gear Solid series can at last start counting down the days till the release of Snakes next adventure, as Konami confirm that Metal Gear Solid 3: Snake Eater will be released in the US on November 17th.",3
"In the debate over what to do about the growing number of working people with little or no health insurance, no company may be taking more heat than the United States #39; largest employer, Wal-Mart Stores.",2
"Hoping to avoid a repeat of Janet Jackson #39;s infamous wardrobe malfunction during last February #39;s MTV-produced Super Bowl halftime show, the NFL and ABC are exercising extra caution when it comes to airing their latest all-star event.",1
"Web search leader Google Inc. (GOOG.O: Quote, Profile, Research) on Thursday said the head of its Web log service, Blogger, will leave at the end of the week to pursue other interests.",3
Reuters - A U.N. conference gave tiny Swaziland\the green light Tuesday to export some of its white rhinos and\bring in trophy hunters occasionally to shoot the massive\animals.,3
"Mercyhurst coach Rick Gotkin believes in Atlantic Hockey. Four years ago when the Metro Atlantic Athletic Conference was born, Mercyhurst was simply the cream of the crop.",1
" SINGAPORE (Reuters) - Oil prices slipped further below \$55  a barrel on Tuesday, breathing easier after a Norwegian strike  threat receded but still anxious over the thin state of  pre-winter heating oil supplies.",2
"The Philippine economy grew at a stronger-than-expected 6.2 percent in the second quarter, nearly keeping up with the pace of the surprise 6.4-percent first-quarter expansion and bringing ",2
Jenson Button believes the potential loss of the British Grand Prix would be  quot;devastating quot; for Formula One. The race is facing the axe in 2005 because the British Racing Drivers #39; Club has failed to meet the asking price for promotional rights.,1
"The U.S. military raced into the streets of Mosul to root out bands of rebels. Also, a kidnapped aid worker is feared dead.",0
"Johnson   Johnson's \$25.4 billion takeover of Guidant Corp. and the \$35 billion union of Sprint Corp. and Nextel Communications Inc. are leading the busiest quarter for mergers in more than four years. &lt;br&gt; &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt;",3
Englands controversial cricket tour of Zimbabwe was back on tonight after a ban on British journalists was lifted. But the Tories accused the Government of having ,1
Delta Air Lines Inc. said Wednesday that it revised its 2003 annual report to disclose the possibility that the company will file for Chapter 11 bankruptcy protection in the near term.,2
"Reuters - Powerful Hurricane Ivan, the latest in a\busy storm season, rushed over the Atlantic Ocean on Monday and\threatened the eastern Caribbean Windward Islands.",3
"In true Formula One soap-opera style, the Jenson Button saga has finally come to an end - but not without opening up a huge can of worms.",1
"OTTAWA (CP) - The CFL #39;s most outstanding player started the 92nd Grey Cup on the bench. BC Lions coach Wally Buono went with experience over youth Sunday, starting veteran Dave Dickenson in the Grey Cup against ",1
Holidaymakers with bookings at Golden Sun face being stranded abroad or with their holiday in ruins after the company goes bust.,2
"AP - Mexico City legislators from the leftist Democratic Revolution Party, the PRD, stormed into the lower house of congress and seized the speaker's podium Tuesday to prevent discussion of proposed funding changes for local education.",0
"Reuters - An American woman, believed to be a\civilian, and a young Afghan girl died from their wounds after\a suicide bomb attack in a busy shopping street in the Afghan\capital, hospital staff said on Sunday.",0
Don #146;t like the names Apple created for the colors used in the Color Labels feature? Then just create your own. Find out how on the Apple Pro/ site  #151; it #146;s the first of a weekly series of Mac OS X killer tips.\\ Sep 09,3
"You're unlikely to find a martial arts movie as beautiful as Zhang Yimou's House of Flying Daggers, but you'll need to look elsewhere for passion. By Jason Silverman.",3
United States cellphone operators are flirting with selling handsets that feature their names exclusively.,3
"SAN FRANCISCO (CBS.MW) - Personal computer stocks were relatively quiet Friday as the sector focused more attention on China where Hewlett-Packard introduced a new, low-priced PC.",2
Early results show President Ben Ali heading for his expected landslide victory in the Tunisian elections.,0
"AFP - Several people were injured in a  quot;big quot; explosion at the Marriott hotel in the Pakistani capital of Islamabad, a hotel employee told AFP.",0
"Disney directors said they would hire an executive search firm immediately and name a successor by June to replace Michael D. Eisner, the current chief executive.",2
"When it comes down to this, when it's worse than you could have possibly imagined, if you are any kind of ballplayer at all, you look within and ask yourself what you can do to make it better.",1
"LAS VEGAS - The refrain was familiar. The chants have echoed throughout the years. But they were knocked out Saturday night. Hopkins (45-2-1, 32 KOs) dropped De La Hoya (37-4, 29 KOs) in the ninth round with ",1
"Navistar International Corp., the world #39;s fourth-largest truckmaker, said profit in the fiscal third quarter more than tripled as truck sales rose and retirement and medical costs declined. ",2
"TORONTO (CP) - There is a perception in international financial circles that Canadian markets are the  quot;Wild West quot; and it hurts Canadian companies when they try to raise money abroad, Bank of Canada governor David Dodge said Thursday.",2
"Indians General Manager Mark Shapiro said Tuesday that he remains hopeful of signing free-agent pitcher Matt Clement.  quot;We #39;ll ride this out to the end, quot; Shapiro said, adding that he has already offered more ",1
"Bill Gates, chairman of Microsoft, told a gathering of students of the University of California at Berkeley yesterday that computers would be the ticket to a good career in the near future.",3
"Canadian Press - LONDON (AP) - Fuelling persistent rumours that Tony Blair considered resigning this year, an acquaintance said Tuesday the prime minister had come under ""colossal strain"" at home.",0
A video game fan upset over a failed disc drive in his Xbox video game console has sued Microsoft Corp. on behalf of all Xbox owners across the United States.,3
"AP - The Baltimore Ravens have put a lid on the trash talk this week. With an 0-1 record, a depleted offensive line and a thin receiving corps, the defending AFC North champs have more on their minds than merely trading barbs with their hated rivals, the Pittsburgh Steelers.",1
"Consumer products company Jarden Corp. (JAH.N: Quote, Profile, Research) on Monday said it would buy American Household Inc. for \$745.",2
"WHEN Scots turn up the heat the rest of the world dies a little, a report by an international conservation charity claimed yesterday.",3
"Accounting standards setters yesterday agreed to give companies six more months to comply with a plan that would require them to treat stock options as an expense, cheering both overburdened businesses and lobbyists trying to scuttle the plan.",2
"Perhaps Microsoft was hoping for all eyes to be on the much-ballyhooed launch Tuesday of its ""Halo 2"" video game, but the company's efforts to clean up its lawsuit headaches can't be overshadowed by virtual gunslinging.  &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;",3
AC Milan and Barcelona joined the other powerhouses in the second round of the Champions League on Wednesday while Arsenal had two players sent off in a fourth tie in a row and still isn #39;t there yet.,1
"Lisbon, Portugal (Sports Network) - CD Nacional suspended three players who were arrested following an altercation at a Portuguese nightclub early Monday morning.",1
"And they plan to build a multi-million-dollar race track here for the event, an official said today.  quot;The plans for the bid are far advanced.",1
"Iraq #39;s interim prime minister, Ayad Allawi, said Sunday he has held private meetings with representatives of insurgent groups from the restive cities of Fallujah ",0
"NEW YORK -- Troubled business software company Computer Associates International Inc. has selected longtime IBM executive John Swainson as its new chief executive, The Wall Street Journal reported Monday.",2
The 30-year mystery of how a Hull trawler sank off Norway may be solved when a new report is published.,0
"Technology India: London, Oct 9: Scientists at the University of Bonn in Germany have reportedly built the fundamental memory component of a computer called a  quot;register quot;, using caesium atoms, by trapping it inside a laser beam.",3
"The Oakland Raiders became the latest team to appear in a Super Bowl and collapse the following season. After a nightmarish 2003 campaign, the Raiders once again have high hopes as they meet the Pittsburgh Steelers in the season opener for both teams.",1
"Prescription-drug recalls aren #39;t common, and they #39;re almost always controversial. Now that Merck (MRK ) is voluntarily withdrawing its Vioxx pain medication around the world, due to a heightened risk of cardiovascular ",2
" SINGAPORE (Reuters) - The U.S. dollar rallied against the  euro, Japanese yen and most other currencies on Tuesday,  although traders suggested the rise was a brief let-up in a  longer-term decline in the value of the currency.",2
"BELIEVE it or not, I still have personal friends who are ardent Zanu PF supporters with whom I socialize now and then. With one of them however, our political differences were beginning to affect our personal relationship.",0
WASHINGTON - Korean Air is the first airline granted permission by the federal government to carry electric stun guns aboard jetliners that fly within US airspace.,2
"November 09, 2004 - Gran Turismo 4 has just finished its development cycle. While developer Polyphony Digital is still hard at work on Gran Turismo 4 Mobile and, possibly, Gran Turismo For Boys, we #39;re sure ",3
"England #39;s cricketers flew out for their tour of Zimbabwe today, with captain Michael Vaughan making it quite clear he was opposed to the trip.",1
"Constellation Brands Inc., the world #39;s largest winemaker, offered \$1.3 billion in cash to acquire Robert Mondavi Corp., saying it #39;s a better deal ",2
The head of an Indian auction website is arrested over its sale of a video clip showing two Delhi students engaging in a sexual act.,3
"Hoping to make a big bang in consumer electronics, Hewlett-Packard is to unveil its long-awaited HP-branded iPod, along with its first televisions, an entertainment hub and the usual array of new printers and cameras, sources said.",3
Wholesale grocer Metcash Trading has announced that it intends to make an off-market takeover offer to acquire the entire issued share capital of Australian supermarket group Foodland Associated.,2
"CANNES, FRANCE-- Protect your intellectual property (IP) now or risk having your business sacked by open souce-touting bandits, The SCO Group Inc. President and Chief Executive Officer Darl McBride warned an audience of tech industry leaders, analysts, and investors at the Etre conference here on Tuesday.",3
Linux supplier Lindows has announced it has called a halt to the initial public offering of its common stock after filing for registration in April.,3
Amsterdam - Goals in either half from Manchester United striker Ruud van Nistelrooy lifted the Netherlands to a 3-1 win over Finland in their European Group One qualifier for the 2006 World Cup here on Wednesday.,1
"Spain will play England in a friendly international at Real Madrid #39;s Santiago Bernabeu stadium on November 17, the Spanish Football Federation announced on Tuesday.",1
Reuters - U.S. Treasury debt prices rose on\Monday as investors figured that oil prices near record highs\could slow the economy and stall monetary tightening.,2
Computer animation pioneers Pixar and Dreamworks have set the stage for a potentially bruising box office battle after both studios changed their schedules this week ,2
"The smile on the Welshmans face was as broad as the Tyne after his 56th-minute volley cemented a 2-0 victory over Dinamo Tbilisi at St James Park last night, in stark contrast to his mood as the Magpies jetted out to Athens for their opening Group D ",1
"Scientists are delighted, fascinated and thoroughly perplexed by the Cassini spacecraft's first close-up pictures of Titan, the smoggy giant moon of Saturn.",3
"Russia is struggling to decide whether it should focus more on fighting inflation to keep goods affordable for consumers or on restraining the ruble to support local producers, the deputy prime minister, Alexander Zhukov, said Monday.",2
AP - A French Finance ministry spokesman said the Paris Club of creditor nations had reached deal Sunday to write off 80 percent of the debts Iraq owes them.,0
"Scientists say changes in the earth #39;s climate from human influences are occurring particularly intensely in the Arctic region, evidenced ",3
" DETROIT (Reuters) - Ford Motor Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=F.N target=/stocks/quickinfo/fullquote""&gt;F.N&lt;/A&gt; posted its fourth  consecutive month of weaker U.S. sales with a 7 percent drop in  September results on Friday, and the automaker doubled its  incentives on some models to kick-start sales this month.",2
"USATODAY.com - The federal government is challenging an appeals court ruling that, officials fear, would stifle the expansion of cable broadband services by burdening the providers with new regulations.",3
"The Federal Communications Commission ruled that states are now barred from imposing telecommunications regulations on Net phone providers, which treat calls no differently than any other application on the Internet.",2
AP - President Bush said Tuesday the U.S. government will continue to assist Colombia in interdicting aircraft suspected of drug trafficking.,0
"La Jolla , San Diego County -- Fittingly, a team expected to rely on its depth has plenty of backup when discussing its depth. Vice president Chris Mullin, general manager Rod Higgins and assistant coach Mario ",1
"Chris Paul, Eric Williams and Kyle Visser each scored 15 points to lead the Demon Deacons past Yale 99-72 Monday night. Chris Ellis added 14 points for Wake Forest (3-0), which had five players in double figures.",1
 NEW YORK (Reuters) - U.S. stocks gained on Tuesday as  rising oil and other commodity prices drove up shares of major  energy and metal producers.,2
"PeopleSoft said it will work with IBM to optimize its apps for use with IBM's WebSphere middleware and development tools, and plans to begin selling WebSphere products directly through its own sales force.",3
"NORMAL, Ill. Mitsubishi Motors says it will eliminate the second shift at its only US plant on September 17th and about 12-hundred workers will be laid off by the end of the month.",2
"GEORGE TOWN, Cayman Islands Sept. 13, 2004 - A strengthened Hurricane Ivan headed toward the tip of western Cuba with 160 mph winds Monday after pummeling the Cayman Islands with flooding that swamped homes and fierce winds that ripped off roofs.",0
" A Spotsylvania medic was shot and killed this week in the clinic at Abu Ghraib prison near Baghdad, where he was working for a Halliburton subsidiary.",0
"AP - President Vladimir Putin says he will fight terror by consolidating security agencies and further tightening political control over the country. But his tough tactics risk alienating the public support he needs, and allies abroad seem to be ignoring his pleas to crack down on Chechen separatists.",0
"AFP - A blockade of the Nepalese capital called by Maoist rebels entered a second day, causing a rise in food prices and prompting the government to declare the city had enough supplies for a month.",0
Bernie Ecclestone once said money did not make him happy. So it must have been a particularly miserable moment when the man who has been the dominant force behind Formula One motor racing for 30 years learned he was the third-richest person in Britain.,1
"AP - Many electronic governance projects are failing globally due to poor planning, political interference and bureaucratic bungling, a top World Bank official said Friday.",3
"BOSTON - Boston ace Curt Schilling will not start a possible Game 5 of the AL championship series Sunday because of an injured right ankle, though it's possible Schilling could return later in the series.    Derek Lowe will start in his place - unless the schedule is pushed back by rain that is forecast for Game 3 on Friday night...",0
The amount consumers are charged for making mobile calls while abroad is to be investigated by EU regulators.,3
The 100d is designed for small offices looking for inexpensive networked storage.,3
"Business software supplier SAP is offering customers a new service to ensure the security of their SAP systems, the company said on Wednesday.",3
"The rebel cleric #39;s followers began handing in weapons Monday, but some are bent on continuing to fight American forces in Baghdad.",0
"AP - As Iraq's Sunni Muslims ponder boycotting the Jan. 30 election and some press for a delay, the majority Shiite Muslims face another threat to their expected victory: a split in Shiite ranks that could cost them the chance to dominate the next parliament.",0
" SINGAPORE (Reuters) - Asian share markets fell on Monday  after oil hit a record above \$55 a barrel, with investors  cautious ahead of earnings reports from bellwether firms IBM  and Texas Instruments later in the day.",2
"Boston, MA (Sports Network) - Curt Schilling won his seventh straight start and became baseball #39;s first 20-game winner, leading the Boston Red Sox past the Tampa Bay Devil Rays, 11-4 at Fenway Park.",1
"A strike at a General Motors Corp. plant in Germany began to squeeze the company's European production yesterday as a lack of parts halted two other factories, while thousands of workers rallied against GM's plan to cut up to 12,000 jobs across the continent.",2
"Reuters - Inuit hunters threatened by an\accelerating thaw of the Arctic want to amend a U.N. convention\to put pressure on Washington to do more to slow global\warming, an Inuit leader said on Thursday.",3
"Reuters - The Sudanese government and\rebel leaders need to be pushed to find a solution to the\bloody conflict in Darfur, African foreign ministers said\Sunday ahead of a summit on the crisis.",0
ATHENS -- The mistakes were so minor. Carly Patterson #39;s foot scraping the lower of the uneven bars. Courtney Kupets #39; tumbling pass that ended here instead of there. Mohini Bhardwaj #39;s slight stumble on the beam. ,1
 EDINBURGH (Reuters) - Amateur prodigy Michelle Wie will  spend an uninterrupted few weeks studying at Punahou High  School in Honolulu before the 15-year-old returns to learning  her trade as a would-be professional golfer.,1
"Ben Broussard hit a two-run homer to lift the Cleveland Indians to a 5-2 victory over the Twins on a strange afternoon in Minneapolis, sending AL Central champion Minnesota to Yankee Stadium for the start of the playoffs.",1
It #39;s been a heck of a week for the software industry. First there was Oracle #39;s Dec. 13 long-sought-after deal to acquire rival PeopleSoft (PSFT ) for \$10.3 billion.,2
BERLIN - German investor confidence posted a surprise jump in December as relief over falling oil prices helped to offset concerns about the impact of a surging euro on growth in Europe #39;s biggest economy.,0
"Miniature drives can continue their success in consumer devices but must get roomier, more rugged and more efficient, industry observers say.",3
Sun Microsystems is looking to make life easier for Java developers by seeking a common ground on a data persistence model.,3
The announcement of the record increase came a day after President Bush heralded his efforts to help the elderly with medical expenses.,0
"Northampton, faced with the prospect of ending the first half of the Zurich Premiership programme at the bottom of the table, will trawl the world for a head coach after yesterday #39;s sacking of Alan Solomons.",1
"Black Watch soldiers have come under attack within hours of moving into Iraqs rebel-held badlands, although none was injured. Troops and vehicles were halted in the searing desert by a series of roadside ",0
"Michael Mondavi, a director of wine maker Robert Mondavi Corp., has resigned from the board after his comments in the press undermined the company #39;s efforts to overhaul its business, the company said.",2
Reuters - The Golden State\Warriors have placed guard Derek Fisher on the injured list\with a sprained right knee.,1
"Reuters - German compact disc and DVD\equipment company Singulus and Japan's Sony have teamed up to\develop a new technology for music and video discs, Singulus\said on Tuesday.",3
"The United States Chamber of Commerce plans to spend roughly \$10 million attacking trial lawyers, including Senator John Edwards, with television and mail advertisements.",2
"GLASGOW, Oct 21 (SW) - Celtic manager martin ONeill remained positive and hopeful after last nights 3-0 defeat against Shakhtar Donetsk, admitting everything was still possible.",1
"AP - Democrat John Edwards lost the election for the vice presidency this week and will lose his Senate seat in January. But he's hardly going away. He's positioned himself for a full-out presidential run in 2008, a campaign that in a way he's already begun.",0
"Despite government claims, insecurity remains in western Sudan.",0
"Over the weekend, a series of attacks killed more than 50 people in the states of Nagaland and Assam.",0
"Video game publisher Acclaim Entertainment Inc. AKLM.PK , which has been hampered by a lack of hit titles, filed for bankruptcy liquidation on Thursday after failing to line up new financing.",3
"Circuit City Stores Inc. (CC.N: Quote, Profile, Research) on Friday reported a narrower quarterly loss as it kept a tight rein on expenses and sales of digital ",2
9 September 2004 -- Iraqi President Ghazi Ajil al-Yawir met today with German leaders and renewed a call for Iraq #39;s foreign debt to be forgiven.,0
"Heraklio, Greece (Sports Network) - The old faces of US women #39;s soccer bid adieu, while the new faces introduced themselves in a gold-medal winning effort at the Athens Olympics on Thursday night at Karaiskaki Stadium.",1
 GAZA (Reuters) - Israeli troops killed four armed  Palestinians in the Gaza Strip on Saturday as it pressed a  massive 10-day-old offensive that has cost 85 Palestinian lives  in an attempt to stop militants firing rockets.,0
 NEW YORK (Reuters) - U.S. stocks advanced on Wednesday as  Internet and semiconductor companies led technology shares  higher and crude oil retreated from record high prices.,2
"Chinese President Hu Jintao has sent a congratulatory message to Indonesia #39;s newly elected president, Susilo Bambang Yudhoyono.",0
Hitting hero Ichiro Suzuki declined to accept a prestigious award from the Japanese government for a second time. Tokyo wanted to salute Suzuki #39;s achievement for producing the most hits in a season ,1
"Britain #39;s biggest cable company, NTL, agreed yesterday to sell its radio and television broadcasting business for 1.27bn to a consortium led by a fund managed by Australia #39;s Macquarie Bank.",2
