texts,labels
"It had been seven years since Stephen Neal played football, and now he had to play at the highest level, against men who had dedicated their lives to the sport. Safe to say, his challenges were different from those of his teammates. Much different. Even in the locker room.",1
"AP - Verizon Wireless plans next week to expand its high-speed mobile data service to 11 more markets, including New York and Los Angeles, as well as 19 more airports.",3
"IBM and AMD have jointly developed a new method for implementing strained silicon technology on both positive and negative transistors, a technique they said could improve transistor speeds by as much as 24.",3
"Reuters - An Islamist group has released 18 Iraqi\soldiers it had captured and threatened to kill unless an aide\to Shi'ite rebel cleric Moqtada al-Sadr was released, Arabic\television Al Jazeera reported Monday.",0
DuPont agreed on Thursday to pay as much as \$343 million to settle a class-action lawsuit alleging the chemical giant contaminated drinking water supplies in West Virginia and Ohio with a key ingredient of its Teflon product.,2
"Gordon Brown may miss his golden rule on public borrowing because of a shortfall in corporate tax revenues, a new study says.",2
US forces are reported to have launched a second round of targeted bombing Saturday against Abu Musab al-Zarqawi #39;s terror network in the Iraqi city of Fallujah.,0
"PLANO, Texas--(BUSINESS WIRE)--Oct. 6, 2004--Enfora LP, leader des solutions de donnes sans fil, a annonc ce jour le lancement d #39;une nouvelle gamme d #39;accessoires Wireless Portfolio(TM) pour la prise en ",3
"Hicham el-Guerrouj of Morocco and Kelly Holmes of Britain completed Olympic doubles on Saturday, the last day of track and field competition.",1
"Russia #39;s top oil company, Lukoil, hopes that a US oil company #39;s acquisition of a 7.6 percent stake could boost its chances to retain a Saddam-era production-sharing ",2
AP - State lawmakers who reconfigured congressional maps to benefit one party over another have drawn themselves into a corner in some House districts.,0
"An earthquake with a preliminary magnitude of 7 hit Japan #39;s northern island of Hokkaido early this morning, causing injuries and triggering a tsunami warning.",0
Abbey National admitted today that progress in recent months had been disrupted as a result of its planned takeover by Spain #39;s largest bank.,2
The company has placed chief credit officer Sandra W. Jansky and controller Jorge Arrieta on paid administrative leave until the review is completed.,2
"TORONTO -- Maybe the capricious forces that rule the baseball universe, the ones that so far this summer have dictated that 26 of the 30 teams in the major leagues would have won more one-run games than the Red Sox, finally are tilting in the Sox' favor. After last night's 5-4 escape over the Toronto Blue Jays, the one in ...",1
"PARIS : The captors of two French journalists allegedly put forward new demands for their release, but French officials cast doubt on the authenticity of the demands and remained cautiously optimistic about securing their release.",0
Forget about IBM and all the other dinosaurs. But remember the investment lessons they offer.,2
"How do you photograph the sun's yearly figure-eight path in the sky? With a huge amount of patience, say the small handful of photographers who have managed the tricky feat. By Amit Asaravala.",3
"As far as improbable endings go, this one has to rank high on the  quot;Rudy quot; scale. Gustavo Chacin was the ultimate underdog on Monday night, a Double-A pitcher summoned to face the toughest team in the American League.",1
"Reuters - Delta Air Lines  on Wednesday\said it plans to eliminate between 6,000 and 6,900 jobs during\the next 18 months, implement a 10 percent across-the-board pay\reduction and reduce employee benefits.",2
"Consumer products maker Jarden Corp. said Monday it will buy American Household Inc. for \$745.6 million, including assumed debt, to add such product lines as Coleman, Sunbeam, Mr.",2
Seagate announced today the availability of a 400 gigabyte (GB) Barracuda 7200.8 model for high-end PC #39;s and entry-level servers.,3
"Earthwind Moreland signed with the Patriots Aug. 5, but University of Massachusetts football fans may have heard of him before that. He was a starting cornerback for the Georgia Southern squad that entered the 1998 Division 1-AA national championship game undefeated and then lost to the Minutemen, 55-43.",1
The Environmental Protection Agency has enjoyed unusual success in bringing down pollution levels from some of the nation's largest oil refining companies.,3
"At 36, Jeff Agoos comes east to the MetroStars, a team that gave up the most goals in the M.L.S. last season.",1
"The agreement would allow the city to provide wireless Internet access as a municipal service even if Gov. Edward G. Rendell (D) signs legislation to give Verizon the power to scuttle the project.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;",3
"A car bomb exploded on the outskirts of Fallujah on Monday and there were reports of US casualties, a US military official said on condition of anonymity.",0
"AP - The top overall draft choice in the 1999 draft by Cleveland, Tim Couch was released by the Browns in June. He joined the Packers and was projected as Brett Favre's backup. But the quarterback never progressed, and the Packers cut him Sunday as teams got down to the 53-man roster limit for the regular season.",1
"AP - Texas Comptroller Carole Keeton Strayhorn's reputation as a watchdog for the health and education of Texas children is summed up in a needlepoint decoration in her office: ""One Ticked Off Grandma."" Strayhorn may try to add another job to her resume  #151; governor.",0
"The maker of Bicycle playing cards said it will buy Boca Raton-based American Household for \$745.6 million. The purchase by Rye, NY-based consumer products company Jarden Corp.",2
"SiliconValley.com - When IBM gave a sneak peek at its new Cell microprocessor this week, it was short on specifics about what it calls a supercomputer on a chip. But details are leaking out thanks to a recent patent awarded to IBM and Big Blue's own disclosures for an upcoming conference.",3
"Scientists interested in the search for life on other planets often spend their time hunting for novel life forms and unique ecosystems here on Earth. The Ro Tinto, a river in Spain with highly acidic water the color of red wine, has one group of researchers intrigued about what might be living underground.",3
The bookseller decides to distribute its interest in GameStop to shareholders.,2
"Reuters - California Gov. Arnold\Schwarzenegger said on Monday that his speech backing President\Bush at the Republican Convention in August resulted in a cold\shoulder from his wife, Maria Shriver, a member of the famously\Democratic Kennedy family.",0
"A couple of years ago Sheikh Zayed ibn Sultan Al-Nahyan, the emir of Abu Dhabi and president of the United Arab Emirates (UAE) patronized the translation and publication of an old Islamic text about the ideal prince.",0
Summer is associated with romance and spammers are trying to cash in by bombarding inboxes with porn.,3
"WASHINGTON : The US economy will grow solidly in 2005 despite high oil prices, no matter whether President George W. Bush or John Kerry is in the White House, top business economists said.",2
"PeopleSoft launched a promotion on Thursday to encourage customers of its business management software to upgrade to the latest version - even as Oracle continues its disruptive takeover bid, which threatens the company #39;s future.",3
"A years-long phenomenon continues as crowds gather to buy the latest installment of Square Enix #39;s RPG series. TOKYO--When it comes to the popularity of video games in Japan, one of the franchises that can #39;t ",3
"Reuters - Israel's Supreme Court has\temporarily barred the removal of thousands of tons of rubble\from Jerusalem's most sensitive holy site in response to a\petition by archaeologists, officials said Tuesday.",3
SWAMPSCOTT -- Woburn prepared all week to defend against Swampscott's aerial offense. The Big Blue trained all week to defend against Woburn backs Mike McLaughlin and Tom Hart.,1
"When the populist politician Pim Fortuyn was assassinated two years ago, it was said the Netherlands had lost its innocence. By comparison, film maker Theo van Gogh #39;s murder has evoked sensations of dj vu, rather than disbelief.",0
"Troy-based Intermet Corp., one of the country #39;s largest metal casters, with a history dating to 1846, filed for bankruptcy protection Thursday, citing rising steel costs, problems at some ",2
"Yet another chapter in the gold medal mess of US gymnast Paul Hamm was written in a courtroom Monday. Hamm appeared at a hearing before the Court of Arbitration for Sport in Laussane, Switzerland.",1
"Israeli Prime Minister Ariel Sharon, who has alienated his right-wing Likud party with plans to withdraw from Gaza, begins a new legislative session yesterday fighting for his government #39;s survival.",0
"OTTAWA - Amid signs of a softening economy and a strengthening dollar, the Bank of Canada is expected to sit on the sidelines this week and wait to see what happens next.",2
CHICAGO -- United Airlines said yesterday further job cuts will be necessary as it continues slashing costs to get out of bankruptcy.,2
The scuttling of the chip raises the risk that Intel might fall behind AMD in the race to create the fastest processors. Some saw the move as desperate attempt to deal with the fact that ,3
"AP - Florida assistant basketball coach Major Parker has been arrested on charges of selling half a kilogram of cocaine to an undercover officer, a U.S. attorney said Wednesday.",1
"October 26, 2004 - In the quest to frustrate roommates, parents, friends, neighbors, and pretty much everyone within audio range, Namco is releasing Taiko Drum Master in the States.",3
"AFP - Iran said its talks with European officials in Vienna on were  quot;very constructive quot;, while insisting on its right to nuclear technology, state television reported.",0
"AP - Japan's current account surplus expanded 9.3 percent in September from a year earlier, for its 15th consecutive month of growth, the government said Wednesday.",0
"When Che Carsner wanted to find discount airline tickets for his parents from the Miami area to New York, he knew where to look. Carsner, a Manhattan real-estate agent logged onto Kayak.",3
"falling repeatedly for spam scams that promise software at fire sale prices. In fact, one in five consumers surveyed bought software ",3
"An above expected chilly winter almost a week away from its official arrival date, with temperature already hovering below freezing; top it with a US government data showing a slight decline in crude and heating oil supplies is a wonderful recipe for ",2
Michael Vaughan has toasted England #39;s latest strategic plan after two of the new components starred in the win over India in the NatWest Challenge.,1
IBM's loss of its huge JPMorgan contract comes as outsourcing deals are getting smaller.  \,3
" NEW YORK (Reuters) - U.S. executives are reaping another  year of abundant pay, and the rich rewards are likely to stir  demands for greater disclosure on how and why heads of  companies are compensated.",2
Gay rights leaders are debating if they should moderate their goals after 11 states approved constitutional amendments prohibiting same-sex marriages.,0
"Ferrari dominated the second practice session ahead of Sunday #39;s Brazilian Grand Prix at the Interlagos circuit in Sao Paulo on Friday, Rubens Barrichello proving the quickest in front of team mate Michael Schumacher.",1
"Israel says it will not restrict access to the al-Aqsa mosque compound in Jerusalem during the Muslim holy month of Ramadan, that begins on Friday.",0
"Former Medimmune executive Eric Tsao is expected to plead guilty Friday to securities fraud, a case legal experts say is the latest in a series against high-profile defendants who allegedly try to subvert investigations. &lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",3
"A new penal code approved by Venezuela's Congress would stiffen prison sentences for slander and libel, drawing criticism from opponents of President Hugo Chavez.",0
"WASHINGTON - Cingular Wireless LLC announced Tuesday that it completed a \$41 billion acquisition of AT T Wireless Services Inc., creating the nation's largest wireless carrier, following approval from two U.S. government agencies.",3
The pan-European security body wants to send more monitors for the re-run of the Ukrainian election.,0
"Chicago, IL (Sports Network) - A two-run triple by JD Drew keyed a three-run rally in the top of the eighth inning as the Atlanta Braves eliminated the Chicago Cubs from playoff contention with an 8-6 comeback victory at Wrigley Field.",1
 TOKYO (Reuters) - Tokyo's key Nikkei average opened up 0.78  percent on Thursday as gains on Wall Street encouraged  investors to scoop up bargains including key technology stocks  following the market's nine days of losses.,2
Advanced Micro Devices demonstrated its first dual-core microprocessors today using an HP ProLiant DL585 server running four dual-core Opteron chips.,3
 HOUSTON (Reuters) - Roger Clemens pitched seven gritty  innings and Houston batters belted three home runs as the  Astros beat the St Louis Cardinals 5-2 in Game Three of the  National League Championship Series Saturday.,1
"Telecommunications equipment maker Motorola Inc. said Tuesday that it would cut 1,000 jobs and take charges of about \$50 million for severance benefits as part of a drive to increase productivity.",2
"LONDON Amid the wars, terror threats and other tremors rattling political capitals, the global economy and financial markets seem strikingly placid - at first glance, at least.",2
A district judge has ruled that Google can continue selling advertising triggered by searches for trademarked brand names. Judge Leonie Brinkema ruled that the adwords program does not violate US federal trademark laws.,2
Wireless Internet company Tom Online Inc. on Friday said it signed a definitive agreement to buy a majority stake in Indiagames Ltd.,2
A EUROPEAN spacecraft powered by a Star Trek-style thruster has flown through a lunar gateway that puts it on course to reach the Moon on Monday.,3
"If all goes as scheduled Monday afternoon, NASA will set another flight-speed record with its X-43A hypersonic, scramjet research aircraft.",3
"Joe Cannon stopped a shot from close range in the 76th minute and a penalty kick five minutes later, helping the Colorado Rapids to a 3-1 victory over the Kansas City Wizards on Friday night.",1
Microsoft yesterday released its latest Microsoft Operations Manager (MOM) 2005 and MOM 2005 Workgroup Edition (previously named MOM 2005 Express) system and application management offerings to manufacturing.,3
Jamaica #39;s government on Tuesday announced a US\$5 million (Jamaican \$308 million) plan to provide free Internet access in poor communities across the island.,3
"The death toll from the powerful earthquakes that rocked Japan over the weekend jumped to 31 on Tuesday as four people, mostly elderly, died from strokes or cerebral hemorrhages due to stress of their ordeal.",0
Movement continues to take place among NHL players -- but it's not toward North American teams nor arenas.,1
Bill Parcells called Ben Roethlisberger the best rookie quarterback to play in the NFL since Dan Marino. Ben Roethlisberger and Dan Marino in front of the HBO cameras yesterday at the Steelers #39; practice facility.,1
"AP - At a time of some of the worst fighting in years, the Israeli-Palestinian conflict wasn't even mentioned in last week's presidential debate and has been little discussed during the campaign.",0
 NEW YORK (Reuters) - U.S. stocks rose on Tuesday as gains  in insurance stocks and crude oil prices off recent highs  overshadowed a fall in consumer confidence to a 7-month low.,2
"An unidentified Sikh, wearing a head piece instead of a turban, enters his high school in Drancy, outside Paris, early Wednesday Oct. 20, 2004.",0
"Even though he has been China #39;s president for two years, Hu Jintao wasn #39;t given the powerful position of military commander until Sunday.",0
A supposedly disorganized and uninspired Russian team that arrived for the World Cup of Hockey without some of its top stars suddenly looks like a contender.,1
" AMSTERDAM/LONDON (Reuters) - Intel and Nokia will jointly  develop smart phones that run on the Symbian operating system,  the two tech giants said on Tuesday, unveiling their first  major cooperative effort in cell phones.",3
"Hollinger International Inc., publisher of the Chicago Sun-Times, said a committee of its board investigating allegations of wrongdoing against former Chief Executive Conrad Black filed a report with a court in Chicago.",2
"Giants slugger Barry Bonds is at the center of another steroids controversy after statements made by his trainer. In Saturday #39;s San Francisco Chronicle, Bonds #39; personal trainer Greg Anderson claimed on tape ",1
UEFA will be launching disciplinary proceedings against Valencia and Werder Bremen following the incidents that marred their Champions League match at the Mestalla on Tuesday.,1
At first sight there might not be too much in common between this week #39;s decision by the International Cricket Council to overturn Sourav Ganguly #39;s two-match ban and the shenanigans surrounding England and their tour of Zimbabwe.,1
"Dilithium Networks announced that NEC has purchased Dilithium Network Analyzer. Dilithium Networks estimates that 80 of 3G Mobile operators, network equipment vendors, and handset manufacturers use Dilithium ",3
"That #39;s the goal now, with two events remaining in what already has been a grueling Olympic schedule for this 19-year-old US swimming star. ",1
"NEW DELHI, NOVEMBER 14: The International Cricket Council (ICC) today imposed a two-match suspension on captain Sourav Ganguly, ensuring he sits out during the two-match Test series against South Africa starting November 20.",1
"South of Canyonville, you could be delayed up to an hour each way due to road and bridge repairs. Other than that, you should have no more trouble than usual driving around Oregon on a Thanksgiving ",2
A ploy to help Ford Motor Co. #39;s Ford brand win a tight sales race against General Motors Corp. #39;s Chevrolet could cost financially strapped auto parts maker Visteon Corp.,2
Oil futures stabilized Thursday after a jump in prices the previous day that reflected a drop in US crude and heating oil stocks even as demand was rising with cold weather spreading across the US Northeast and Midwest.,2
Their fall to the bottom of the league is complete with an uninspired loss to another very bad team. By Matthew Barrows -- Bee Staff Writer.,1
"AFP - With protests growing around the world about US deficits and a weak dollar, US Treasury Secretary John Snow has made it clear that's not what he wants to talk about during his European tour.",2
"Sirius signs Howard Stern to a multiyear deal, and ""investors"" lose their minds.",2
 HARARE (Reuters) - Zimbabwe's ruling party on Saturday  confirmed the election of the first woman candidate as deputy  to President Robert Mugabe at the end of a congress which also  endorsed Mugabe as party leader for another five years.,0
"NEW YORK - These days, technology providers take nothing for granted, especially their customers: There are plenty of stories of providers going to extraordinary lengths to win and keep customers.",3
Iraqi officials say the bodies of 51 Iraqi soldiers have been found on a remote road in the east. The soldiers were apparently victims of an ambush as they were headed home on leave.,0
"Portugal, already reeling from an alarming economic decline, plunged deeper into crisis Saturday when the conservative government quit a day after the president dissolved parliament and called an early general election.",0
"A classic tweaking tool that began life as the freeware 98 Lite gets updated to work with XP SP2. In tests, it helped slim down a Windows XP installation by more than 50.",3
"In my slightly tilted world, soup is one of the greatest culinary creations of all time. I would have to put it right up there with the peanut butter-and-jelly sandwich and meatballs and spaghetti.",2
"AP - Government scientists raised the alert level Saturday for Mount St. Helens after its second steam eruption in two days was followed by a powerful tremor. They said the next eruption was imminent or in progress, and could threaten life and property in the remote area near the volcano.",3
"In this photo released by NASA Langley Research Center, the 12-foot X-43A hypersonic jet is shown attached to a modified B-52 bomber in an image from NASA television.",3
" SAN FRANCISCO (Reuters) - Online retailer Amazon.com Inc  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AMZN.O target=/stocks/quickinfo/fullquote""&gt;AMZN.O&lt;/A&gt; on Thursday posted a higher quarterly profit, fueled  by strong international sales and its free shipping offer.",2
"Election time is an apt occasion for reflecting on what politicians refer to as your core values, and I hope to make that phrase meaningful for perhaps the first time. Four years turns out to be a pretty good cycle for such examinations, even beyond the political realm.",2
"According to Alan Greenspan, the Federal Reserve chairman, the high amount of private debt being carried by Americans is not so scary because most people can  quot;calibrate their borrowing and spending to minimize financial difficulties.",2
"THE SITUATION: Squeezed by rising materials and health care costs and lower vehicle production, No. 1 auto supplier Delphi Corp. plans to cut 8,500 jobs worldwide next year after eliminating more than 9,000 in 2004.",2
"Three Indian truck drivers held hostage in Iraq arrive back in Delhi, where large crowds greet them.",0
"com September 9, 2004, 5:10 PM PT. This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half.",3
"AP - Although a raucous debate over national security has dominated the presidential campaign, President Bush and Democratic rival John Kerry differ even more sharply on how to provide better health care to more Americans.",0
"\Children who have a poor diet are more likely to become aggressive and anti-social, US researchers believe.",0
"The Bank of Canada rate will hit four per cent by late next year, an economist predicts. OTTAWA -- The Bank of Canada raised its key policy interest rate yesterday while hinting that this could be the start of a new upward trend in borrowing costs.",2
Tokyo stocks slipped Thursday morning as investors took profits from recent gains. The US dollar was up against the Japanese yen. The Nikkei Stock Average of 225 issues was down 36.,2
"Delta Air Lines Inc. (NYSE: DAL) is eliminating its Dallas/Fort Worth Airport connecting hub, dropping some daily flights from the airport, and cutting between 6,000 and 7,000 jobs throughout its system over ",2
"KABUL, Afghanistan -- The Taliban movement suffered a serious psychological and military setback after failing to disrupt Afghanistan's presidential election last month, but the radical Islamic militia still poses a formidable military threat and one faction has begun carrying out daring, Al Qaeda-style urban terrorist attacks, say Afghan and foreign analysts.",0
"Reuters - India's most wanted bandit was killed by police in a gun battle while on his way to get treatment for an eye problem, ending a two-decade hunt for a man who killed more than 100 people and kidnapped a movie star.",0
" WASHINGTON (Reuters) - The U.S. economy grew more slowly in  the second quarter than first thought amid shrinking corporate  profits and higher imports, the government said on Friday in a  report that confirmed momentum faltered in the spring.",2
"With the latest update to Microsoft Corp. #39;s Windows XP operating system, personal computers will soon join parents, bosses, teachers and spouses as a source of nagging in your life.",3
AP - The Arizona Cardinals benched quarterback Josh McCown and started Shaun King against the Carolina Panthers on Sunday.,1
" BOSTON (Reuters) - Diversified manufacturer General  Electric Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GE.N target=/stocks/quickinfo/fullquote""&gt;GE.N&lt;/A&gt; said on Tuesday that it is on track to meet  its full-year earnings forecast and to achieve double-digit  gains in earnings per share in 2005.",2
The normally star studded Real Madrid missed most of their front line players in a match against Villarreal in the Spanish first division league on Sunday.,1
Teenage striker Wayne Rooney says Manchester United were the only team he wanted to join once they he knew the club were interested in him.,1
RIO DE JANEIRO: Brazilian footballer Robinho appealed for his family to be left in peace as he spoke in public for the first time since his mother was kidnapped on Saturday.,1
" CHICAGO (Reuters) - Odyssey Healthcare Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ODSY.O target=/stocks/quickinfo/fullquote""&gt;ODSY.O&lt;/A&gt; on  Monday warned of an earnings shortfall, announced the  resignation of its chief executive and said it was the subject  of a Justice Department probe, sending shares of the hospice  care provider plummeting 42 percent.",2
"WASHINGTON - Everyone who took a commercial flight within the United States in June will have his travel information turned over to the government so it can test a new system for identifying potential terrorists, federal officials announced Tuesday.    The Transportation Security Administration plans to order airlines to turn over the information in November...",0
"The European Union's heavy fishing off West Africa may be causing a rise in poaching of Africa's wildlife as hungry Africans seek alternative protein, a new study suggests.",3
A deadline for Sudan's government to improve security in troubled Darfur is set to expire later on Monday.,0
"_ Oct. 6, 2004 - Ricky Williams is looking to make a comeback with the Miami Dolphins. But there #39;s a catch -- a little something about a positive drug test.",1
"IMG Group, the agency behind Tiger Woods, Liz Hurley, James Brown and Michael Schumacher, is being sold to a New York investment house for an estimated 400m.",2
Nuclear trafficking charges against the owner of a South African engineering plant are dropped.,0
"In the dead of winter last January, Terry Francona faced the largest crowd of Red Sox fans since he succeeded Grady Little as the franchise's 44th manager. As more than 1,000 diehards applauded him at the annual writers dinner in a sprawling ballroom at the Sheraton Boston, Francona politely thanked his supporters and asked them to remember their affection for ...",1
AP - Biologist Jane Goodall brought her trademark message to Singapore on Tuesday: human beings and chimpanzees are more alike than one would think.,3
"Internet search engine Google has announced Google Print, a new book search service at the Frankfurt Book Fair. Google has already secured deals with major publishers, including Oxford University Press.",3
"AP - Europe's major powers have agreed to set a November deadline on Iran to meet demands meant to resolve concerns that it is secretly trying to make nuclear weapons, in a confidential document made available Saturday to The Associated Press.",0
" BAGHDAD (Reuters) - A car bomb killed three Iraqi National  Guards in Mosul and rebels mortared a police academy in Baghdad  Monday, underscoring a warning by Secretary of State Colin  Powell that Iraq's insurgency was worsening.",0
"Nokia yesterday demonstrated streaming video over mobile phones using IPv6, the slow-building successor to today's Internet addressing system. Broadband Blog",3
"touchdown. QB Kurt Warner (13) passed 16 yards to WR Amani Toomer (81), setting up this first-and-10 situation from the Giants #39; 45 with 9:45 left in the first quarter.",1
Oracle is warning customers to apply software patches it released in August because of the availability of malicious code that can exploit unpatched vulnerabilities in its software.,3
"US stocks opened little changed on Tuesday as concerns over higher oil prices damaging corporate profits weighed on investor sentiment, while a dip in retail sales also dampened the mood.",2
"KATMANDU, Nepal The Nepali capital was largely cut off from the rest of the country on Wednesday after Maoist rebels threatened to attack any vehicles traveling on main roads, in a virtual blockade of Katmandu to press their demands for the release of ...",0
"A deadly bird flu virus, which has killed 29 Asians this year, has reappeared in Cambodia and the government is deeply worried because villagers ate birds which had died from it, officials said on Wednesday.",0
"WASHINGTON, DC- By a voice vote, the House of Representatives last night approved a resolution introduced by Space and Aeronautics Subcommittee Chairman Dana Rohrabacher (R-CA) congratulating Mojave Aerospace Ventures for winning the X Prize and ",3
"If you #39;ve noticed that the price of everything from milk to gasoline to automobiles seems to be going up, you #39;re as observant as Federal Reserve chairman Alan Greenspan.",2
Hollywood beckons for David Beckham after he agreed to take on the challenging role of...David Beckham in a new football movie. The Real Madrid star will be joined in Goal!,1
"Air France-KLM on Monday posted a 61 percent rise in revenue in the group #39;s fiscal second quarter, boosted by the merger between the French and Dutch carriers and a strong rise in passenger and cargo revenue.",2
AP - Congress on Saturday approved a  #36;477 billion defense bill with a military pay raise and new money for Iraq and Afghanistan.,0
"The generic drug maker #39;s deal to buy King Pharmaceuticals was supposed to mark its arrival in the brand-name drug business. Instead, it put the spotlight on a new CEO #39;s strategy that billionaire investor Carl Icahn doesn #39;t like.",2
Juniper Networks is making a big push into SSL security. The company on Monday updated its NetScreen Secure Access SSL VPNsecurity appliance that further integrates it with end-point security software packages. Juniper also announced a new initiative with several companies to provide better security across a network.,3
"SEOUL, South Korea -- How long can the North Korean regime survive? A decade ago, it was taken as a matter of faith that it would soon be relegated to the same historical dustbin as the Soviet Union. But Kim Jong Il defied predictions of his political demise, and embarrassed pundits stopped even broaching the topic of the regime's life ...",0
"BAGHDAD, Iraq Expert assessments have concluded the recapture of Fallujah has not broken the insurgents #39; will to fight and may not pay the big security dividend US planners had hoped for.",0
"Alana Beard scored 21 points to help the Washington Mystics keep their playoff hopes alive with a 75-63 victory over the Houston Comets on Sunday. The Mystics, winners of three straight, closed on a 6-0 run, capped by Beard's layup with 34 seconds remaining.",1
"AP - About 300 Syrian soldiers in a convoy of trucks and armored vehicles crossed the Lebanese border into Syria early Thursday, Lebanese security officials said.",0
German engineering and manufacturing company Siemens will add more broadband technology to its growing portfolio of new high-speed wireless systems slated for delivery early next year.,3
" SEOUL (Reuters) - Wimbledon champion Maria Sharapova  crushed Switzerland's Emmanuelle Gagliardi 6-1, 6-3, in the  first round of the Hansol Korea Open WTA event on Tuesday.",1
"A massive gold producer makes money off of oil, copper, and a global distrust of the dollar.",2
"AP - Former Nebraska coach Frank Solich has been hired as coach of Ohio University, The Associated Press learned Wednesday night.",1
"US blue-chip stocks finished higher on Friday, helped by gains in energy companies #39; shares, although investors showed caution before next Tuesday #39;s presidential election.",2
"One interesting side note of the Willie Randolph coronation Thursday was a brief commentary by general manager Omar Minaya, in which he detailed some of the Mets #39; winter plans.",1
"BAGHDAD, Iraq - Iraq's leader and U.S. officials moved quickly Wednesday to squelch the idea a top female germ-warfare scientist for Saddam Hussein would be freed soon, after a senior Iraqi official said the decision had been made to release her...",0
Automakers including General Motors Corp. said US sales fell in August as gasoline prices near records hurt demand. General Motors and Ford Motor Co.,2
"The African Union has agreed to expand its peacekeeping force in Sudan #39;s Darfur region. The move comes as the Sudanese government begins peace talks in Abuja, Nigeria, with Darfur #39;s two rebels groups.",0
"WATERTOWN, Mass. -- Watertown police say it was a pipe bomb that broke windows at the offices of a biological research company in Watertown early Thursday morning.",3
Velimir Zajec aims to register a hat-trick of Barclaycard Premiership victories for Portsmouth at Newcastle tomorrow. And if it had all been within the same calendar month the man ,1
"The Salvadoran Soccer Federation fired national team coach Juan Ramon Paredes following two humiliating defeats in recent World Cup qualifiers, the federation said Saturday.",1
 SEOUL (Reuters) - Wimbledon champion Maria Sharapova  trounced Marta Domachowska 6-1 6-1 to win the Korea Open on  Sunday.,1
"ATLANTA -- They choked on their eggs. Got heartburn from the orange juice. And don #39;t even ask about the sausage. Breakfast was a tough go Sunday for the Detroit Lions defensive players, but it had nothing to do with the food.",1
Tokyo stocks plunged Tuesday morning on concerns about higher oil prices. The dollar was down against the Japanese yen. The Nikkei Stock Average was down 121.,2
"The trial of seven Pitcairn Island men, descendants of the 18th century Bounty mutineers, began Wednesday with the mayor the first to face charges of rape and underage sex, pool reports said.",0
Reuters - Al Qaeda-linked militants said they had\killed a second American hostage and threatened to kill a\Briton unless women prisoners in Iraq were freed.,0
Ravens linebacker Ray Lewis insists he is done talking about Terrell Owens and the deal that almost brought the wideout to Baltimore.,1
"Sun Microsystems will create an open-source project around its Solaris 10 operating system by the end of the year, company executives said Monday.",3
Canadian Press - WINNIPEG (CP) - RCMP are investigating whether convicted pedophile and killer Robert Bliss Arthurson committed sex crimes against three more young girls.,0
 NEW YORK (Reuters) - U.S. stocks and bonds fell on Tuesday  as the dollar hit a record low against the euro.,2
"Language moulds our thoughts so much that we cannot conceptualise ideas for which we do not have words, according to an American researcher. ",3
"When Roy Jones Jr. showed up on Thursday for a press conference in the lobby of the Fed Ex Forum, the most noticeable thing about him - the thing that everybody in the arena commented onwas how small, even fragile, he looked.",1
"The death toll in Russias worst-ever terrorist attack climbs to at least 338, leaving Russia reeling. ULYANOVSK, Russia--On 1 September, around 1,200 children, parents, and grandparents thronged to school ",0
"After tearing up the track in the first six rounds of NASCAR #39;s new 10-race, playoff-style championship format, Kurt Busch is looking a little more Matt Kenseth-esque these days.",1
"Sensuous, intellectual woman, 5'3, adventurous, pretty and open, seeks a life partner who is sexy, highly intelligent and cheerful. How old is this woman? In her early 60s. That's the profile Mary Bellis Waller, now 64, posted on two Internet dating sites during her search for a companion. Waller was a pioneer of online dating among people her age, and thousands of others age 60 and older are also turning to the Internet to find romance.",3
"Nothing concerning the New England Patriots can be dismissed as implausible, not with the team performing with the historic sweep that it is.",1
"Greece confessed Wednesday to having repeatedly misrepresented significant economic data before it joined the European currency union, prompting suggestions that it might ",2
"If we #39;re talking about 15-year-old kids and Game Boy video games, well, then, it must be time for another On Golf column. Michelle Wie is back in the news, fresh off her latest birthday last week, meaning ",1
"Airbus has received approval from its shareholders, EADS and BAE Systems to begin making firm commercial offers to launch customers for two new members of its wide-body Family.",2
By Hugh Macleod in Damascus and Donald Macintyre in Jerusalem. Hamas leaders pledged bloody retaliation yesterday after one of its senior figures in Damascus was assassinated in an attack widely read as a new ,0
"AP - Norv Turner took no solace in the fact his Oakland Raiders played San Diego much closer this time. In Turner's mind, a loss is a loss.",1
"Slumping stock broker Charles Schwab Corp. is cutting its online prices for all customers, hoping to lure back bargain-minded investors alienated by the higher fees the company has imposed in recent years.",2
"AP - THE DISASTER: A series of earthquakes that hit northeastern Japan  #151; the largest measuring magnitude 6.8  #151; leaves 98,000 residents in shelters.",0
