,texts,labels
187,A court case alleging copyright infringement against a Web site using a popular song in a political parody ended abruptly when an Electronic Frontier Foundation (EFF) investigation revealed that Woody Guthrie #39;s  quot;This Land is Your Land quot; is in the public ,3
188,"Three of Citigroup #39;s most senior executives are to leave the Wall Street heavyweight following the closure of its Japanese operations, reports say.",2
189,Dell has belatedly joined its competitors in offering blade servers with the launch in Paris on Monday afternoon of the PowerEdge 1855.,3
190,"Cut off their connection to the web and people have moments of  quot;withdrawal and feelings of loss, frustration and disconnectedness quot;, according to a report released this week by Yahoo.",3
191," WARSAW (Reuters) - A Polish woman kidnapped in Iraq last  month has been freed and flown to Poland and said she was  treated well, raising hopes for other foreign hostages.",0
192,Australian Trade Minister Mark Vaile has predicated a successful outcome to free trade agreement (FTA) negotiations with China.  quot;We can #39;t afford not to enhan ce our relationship ,2
193,"Islamabad, Aug. 18 (Reuters): Tens of thousands of Pakistanis endured hours of stifling heat this week to accept an offer of free mobile phone connections, a sign of the pent-up demand in a country where cellphone usage has remained low. ",3
194,Mark Prior #39;s previous appearance against the Florida Marlins at Wrigley Field turned into one of the most agonizing losses in Chicago Cubs #39; history.,1
195, TOKYO (Reuters) - Nintendo Co. Ltd. raised its 2004  shipment target for its DS handheld video game device by 40  percent to 2.8 million units on Thursday after many stores in  Japan and the United States sold out in the first week of  sales.,2
196,New Delhi: Prime Minister Manmohan Singh today virtually took a back seat at the AICC session which saw many delegates hailing Rahul Gandhi as the future leader with not so subtle hints.,0
197,"AP - The 86-year-old mother of a Briton held hostage in Iraq pleaded with his captors to free him Thursday, days after they beheaded two Americans kidnapped along with him.",0
198,"LUXEMBOURG, Oct 11 (AFP) - The European Union agreed Monday to lift an 18-year-old arms embargo on Libya, welcoming the country #39;s renunciation of weapons of mass destruction and movement towards  quot;responsible government.",0
199,"Reuters - One of the joys of the games\in the ""Thief"" series is the ability to sneak up on opponents,\quietly take them out with a good knock on the noggin, and then\dump their body in the shadows so you can resume your hunt for\loot.",3
200,The giant Diamond synchrotron being built in England is to receive a further 120m of funding.,3
201,"Morgan Stanley and Bear Stearns Companies posted a drop in quarterly profits on Wednesday, surprising some investors one day after two ",2
202,"\Female undergraduates work harder and are more open-minded than males, leading to better results, say scientists.",3
203,AFP - Allen Iverson was ejected from the bench in the second quarter before his Philadelphia 76ers teammates rallied for a 108-103 victory over Toronto in a National Basketball Association preseason game.,1
204,"Manufacturer Honeywell International agreed Monday to a \$1.5 billion bid for Britain #39;s Novar PLC, beefing up its security business and lifting 2005 earnings towards consensus forecasts.",2
205,AFTER Justine Henin-Hardenne was upset in the US Open by Nadia Petrova - and subsequently dethroned as world No.1 - the Belgian was asked whether it was further confirmation that the Russians were coming.,1
206,"Freddie Mac, the government-chartered mortgage company that restated earnings by \$5 billion, said yesterday that it might be the subject of a civil lawsuit by the Securities and Exchange Commission. ",2
207,Celtic star Neil Lennon today claimed that the Scottish champions were facing Barcelona at the best possible time. Manager Martin ONeill has admitted the Catalan giants should expect to take six points from their two meetings.,1
208,Apple's new London store on Regent Street puts the iPod music player front and center.,3
209,Newcastle midfielder Nicky Butt is facing up to the possibility of a three-match European ban for his moment of UEFA Cup madness. The 29-year-old England international lost his cool with Hapoel Bnei Sakhnin ,1
210,The new PalmOne handheld retains data even when the battery runs down.,3
211,"Reuters - A rift between the Ambani brothers, who run India's Reliance conglomerate, is unlikely to be resolved soon, the younger brother indicated on Thursday after six directors resigned from the board of Reliance Energy Ltd..",0
212,"AP - At the risk of breaching Internet civility, a European Web portal is offering its visitors a weapon against spam: a screensaver program that tries to choke spam servers by flooding them with junk traffic.",3
213,Russian officials handling the sale of a stake in oil giant Lukoil have set a opening price of \$1.9bn (1bn) for 7.6 of the company.,2
214," NEW YORK (Reuters) - Twice champion Andre Agassi sent out  an ominous warning to his rivals for the U.S. Open title on  Saturday with a ruthless 6-4, 6-2, 6-3 third-round demolition  of Czech Jiri Novak.",1
215," NEW YORK (Reuters) - Specialty chemicals company Engelhard  Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=EC.N target=/stocks/quickinfo/fullquote""&gt;EC.N&lt;/A&gt; on Monday posted flat third-quarter results as  higher raw material costs and an unusually severe hurricane  season offset slightly higher sales.",2
216,Sweden is to move the northern town of Kiruna to prevent it sinking into a hole left by iron ore mines.,3
217,"The Washington, DC-based satellite radio operators new service - XM Radio Online - will launch early next month and will be free from commercials.",3
218,Afghan President Hamid Karzai began a visit to neighbouring Pakistan on Monday to discuss cooperation in the battle against Islamic militants ahead of his October re-election bid.,0
219,Chelsea have lodged an official complaint with European soccer #39;s governing body UEFA after up to 50 of their fans possessing tickets were stopped from entering the ground for Tuesday #39;s Champions League game at CSKA Moscow.,1
220,"Not for the first time, events in Iraq are straining relations between two traditionally close allies, Turkey and the United States.",0
221,A clinical trial of the blockbuster arthritis drug Celebrex was shut down Friday after researchers found an increase in the risk of serious heart disease and strokes in those taking the drug.,2
222,"For the first time, scientists have found rings of dust around planet-bearing stars an important confirmation of theories about how planets form, NASA has announced.",3
223,"As you #39;re reading this, the Cassini-Huygens space mission is settling into orbit around the planet Saturn. The capstone of the mission comes in January when the Huygens lander will seperate from the Cassini ",3
224,"Michael Phelps, the six-time Olympic champion, issued an apology yesterday after being arrested and charged with drunken driving in the United States.",1
225,"Australia #39;s champion leg-spinner Shane Warne has been sent home from India after breaking his thumb in training, ruling him out of the fourth Test in Mumbai, which begins on Wednesday.",1
226,"A retired Chilean army colonel is accused of orchestrating the execution of Victor Jara, a singer killed in 1973.",0
227,A roaring jobs market in Canada and disappointing jobs data from the United States helped the Canadian dollar crack 80 cents US in trading yesterday for the first time in more than a decade.,2
228,AP - Freshman guard Matee Ajavon scored 29 points to lead Rutgers over South Dakota State 68-50 on Thursday in the opening game of the Paradise Jam tournament in the U.S. Virgin Islands.,1
229,"BAGHDAD -- Iraq's interim prime minister, Iyad Allawi, said yesterday he held private meetings with representatives of insurgent groups from the restive cities of Fallujah, Ramadi, and Samarra to persuade them to accept an amnesty offer.",0
230,Up to 31 people have been killed and many more injured after a jet carrying 153 passengers and crew crashed on landing in heavy rain in Indonesia #39;s central Java.,0
231,AP - Utah hopes to rely on a more conventional approach against Air Force this year.,1
232,NEW YORK - A disappointing earnings report from General Motors Corp. and another rise in crude oil prices sent stocks lower Thursday as investors grew even more nervous about the economy...,0
233,"MacCentral - Apple has stepped up its marketing campaign for the dimunitive iPod MP3 player by featuring lendendary rockers U2 in the latest ""silhouette"" ad. Apple's popular silhouette ads usually feature music from up-and-coming bands like Jet playing as a someone dances on a multi-colored background.",3
234,Lets see how many weeks it takes before John Kerry and Co. stop repeating the now discredited statement that American households are not keeping pace with inflation.,3
235,NEW YORK - By year #39;s end a five-year-old company called PortalPlayer will begin selling its shares to the public. What #39;s notable is that this company owes its success--even its existence--to the popularity of Apple Computer #39;s iPod.,3
236," LONDON (Reuters) - Hedge funds, faced with falling profits  and fading opportunities, are pondering fresh ways to make  money, with one new strategy involving trading a company's debt  against its equity, analysts said.",2
237,"Effective December 3, IBM expects to carve out a bigger slice of the storage market, and two months prior to shipping, the initial prospects look very good for the channel.",3
238,SPACE.com - Keeping an astronaut crew in tip-top shape during lengthy treks to and from distant Mars may demand portable gravity.,3
239,"Massachusetts gained nearly 4,000 payroll jobs last month while the jobless rate held steady after hitting a three-year low in September, the state reported yesterday.",2
240,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way. Not SQL-type competition.,3
241,"Children were arriving at the school on Bakhrushina Street in central Moscow: small girls with oversize ribbons festooning their hair, small boys, fidgety and chattering, dwarfed by large satchels.",0
242,"Hundreds of Italians who lost savings in the collapse of food company Parmalat Finanziaria SpA flocked to Milan #39;s courthouse, seeking to recover damages as part of the criminal investigation of Italy #39; biggest bankruptcy.",2
243, NEW YORK (Reuters) - Sprint Corp. on Wednesday agreed to  buy wireless telephone company Nextel Communications Inc. in a  cash and stock deal worth about \$35.17 billion to gain more  business customers and more wireless airwaves to transmit  calls.,2
244,An Oracle executive testified that she expected PeopleSofts earnings would continue to drop in the wake of Oracles hostile takeover bid.,3
245,Manchester United are to report Mr Arsene Wenger to the Football Association for his verbal abuse of Ruud van Nistelrooy and Sir Alex Ferguson in the bitter aftermath of Arsenals 2-0 defeat at Old Trafford last Sunday.,1
246,A four-letter term that came to symbolize the difference between old and new media during this year #39;s presidential campaign tops US dictionary publisher Merriam-Webster #39;s list of the 10 words of the year.,3
247,"Jerusalem, Nov 14 : Israel is divided over a US proposition to allow East Jerusalem residents to participate in elections for a new Palestinian Authority chairman, to lend it greater credibility.",0
248,US officials are taking steps to head off fears that terrorists could use portable anti-aircraft missiles to shoot down civilian airliners.,2
249,"Israeli troops on Tuesday shot and killed two Palestinians who entered an unauthorized area in the Gaza Strip, military sources said.",0
250,"Toyota Motor Corp. #39;s Prius hybrid has been voted 2005 European Car of the Year, Japan #39;s top auto maker said Monday, after the fuel-sipping sedan picked up the corresponding title in North America in January.",2
251,"The first time Larry Donald told his buddies he was fighting four-time heavyweight champ Evander Holyfield, they thought he was kidding.",1
252,"By Amy Sancetta, AP. Ortiz dropped a single into center field with two outs in the 14th inning to score Johnny Damon and give the Red Sox a 5-4 victory against the New York Yankees ",1
253,"AP - New York Yankees slugger Gary Sheffield and his wife were the targets of a blackmailer who claimed to have embarrassing sexual videotapes of her and a musician, Sheffield's business agent said Tuesday.",1
254,"IBM will push its Power5 line of servers down into the low end of the market, taking Linux with it, when it unwraps an aggressively priced series of Linux-only systems on Monday that will go up against the offerings of Sun Microsystems and Hewlett-Packard ",3
255,"Reuters - Refugee camps in Chad housing\200,000 Sudanese fleeing fighting in Darfur are near capacity\and placing a huge burden on Sudan's impoverished western\neighbor, the United Nations said Friday.",0
256,"of striking most of Asia and parts of the United States, a Japanese newspaper says. Rodong missiles are capable of reaching any part of Japan, the paper said.",0
257,Michael Vaughan stars as England crush Australia to reach the ICC Champions Trophy final.,0
258,"AP - Microsoft Corp. said its fiscal first-quarter earnings rose 11 percent, beating analysts' expectations, as the company benefited from stronger-than-expected computer and server shipments.",3
259,"LONDON, England -- Eurostar, the high-speed passenger services, is celebrating 10 years of service between Britain, France and Belgium.",2
260,"Darleen Druyun, the Air Force negotiator who used the 767 tanker program to help land a job at Boeing, was sentenced to nine months in federal prison today after admitting that she had intentionally ",2
261,"Skype launched a version of its Internet telephony package for Mac owners on Tuesday, as it battles a growing number of competitors offering VoIP products.",3
262,"AFP - The Bulgarian Telecommunications Company (BTC) launched the country's third GSM mobile phone network, ringing in the new service by phoning from Sofia to a landline in Bourgas on the Black Sea.",0
263,Applied Materials (AMAT:Nasdaq - news - research) posted sharply higher net income in its fiscal fourth quarter but said it had seen demand decelerate recently.,2
264,"FLORENCE, Ala. - Chris Hatcher was atop NCAA Division II football as a player at Valdosta State in 1994. Now, the Macon native is at its pinnacle as the Blazers #39; coach.",1
265,British hostage Kenneth Bigley was reportedly made to plead for his life tonight in the latest sick video from his ruthless abductors.,0
266,"Rebels commanders in the Iraqi city of Falluja said that they are not holding Margaret Hassan, the director of CARE International in Iraq who was kidnapped three days ago, and condemned her kidnapping.",0
267,"negotiator for the rebel-held city says its people are being asked to chase shadows. top enemy in Iraq, or face military action. told Arabic Al Jazeera television on Thursday, adding that the government had now halted peace talks.",0
268,"British Sky Broadcasting Group Plc, Rupert Murdoch #39;s UK pay-television company, said fiscal first- quarter profit rose 3 percent as it gained more subscribers than analysts expected.",2
269,"For 10 years, Ellen Zane oversaw community doctors for Partners HealthCare, the parent organization of Massachusetts General and Brigham and Women's hospitals and the biggest and most profitable hospital and physician network in Massachusetts. Then in December, she became chief executive of a very different institution: Tufts-New England Medical Center in Boston's Chinatown neighborhood. Tufts-NEMC is not only smaller, it's ...",2
270,"New Orleans, LA (Sports Network) - Saturday #39;s Conference USA game between No. 24 Louisville and Tulane has been postponed due to the possible threat of Hurricane Ivan.",1
271,"After a meeting with Secretary of State Colin Powell, China #39;s top diplomat accused the United States on Thursday of endangering peace in the Taiwan Straits by selling weapons to Taiwan.",0
272,"Quarterback Kerry Collins, who helped lead the Giants to the Super Bowl four years ago, came off the bench to lead the Oakland Raiders to a victory Sunday.",1
273,"AP - Scientists say changes in the earth's climate from human influences are occurring particularly intensely in the Arctic region, evidenced by widespread melting of glaciers, thinning sea ice and rising permafrost temperatures.",3
274,"Dropshop, a Munich-based start-up that auctions products on the Internet for those too lazy or perplexed to do it themselves, has raised 9 million euros (\$10.",3
275,"Manager Alan Trammell keeps talking about this year. About scoring some runs, winning some games. But really, this is all about next year for the Detroit Tigers, especially now ",1
276,"NEW YORK -- This was all about Athens, about redemption for one and validation for the other. Britain's Paula Radcliffe, the fastest female marathoner in history, failed to finish either of her Olympic races last summer. South Africa's Hendrik Ramaala was a five-ringed dropout, too, reinforcing his reputation as a man who could go only half the distance.",1
277,An unexpectedly weak reading for US consumer confidence pushes the dollar to a fresh low against the euro.,2
278,Investors discounted another technology profit warning and focused instead on positive outlooks for third- and fourth-quarter earnings.,2
279,South Africa Wednesday demanded verification of the presence of invading Rwandan soldiersin the Democratic Republic of the Congo (DRC).,0
280,Charlie Garner didn #39;t come to Tampa to watch the Tampa Bay Bucs offense stumble around like it has in the first two games of this season.,1
281,"The start-up company made its retail debut Wednesday with You Perform, a collection of more than a dozen add-ons for Outlook, the widely used e-mail and calendar application included in Microsoft Office. ",3
282,AP - Hundreds of angry French farmers mounted blockades around the country Monday to hold up fuel shipments in protest at soaring diesel and gasoline prices and to press their demands for government aid.,0
283,"Levin, the low amateur at the US Open who tied for 13th, registered a 3- and-1 win over Mike Lane of Citrus Heights (Sacramento County). ",1
284," TOKYO (Reuters) - Japanese camera and office equipment  maker Canon Inc. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=7751.T qtype=sym infotype=info qcat=news""&gt;7751.T&lt;/A&gt; said on Tuesday it would start  producing rear projection televisions later this year, aiming  to secure a chunk of the rapidly growing market for big screen  TVs.",3
285,"AP - The August start of the back-to-school shopping season was a disappointment for major retailers, giving the industry a third straight month of tepid sales. Higher gasoline prices and consumers' ongoing worries about jobs contributed to the poor showing.",2
286,"BEIJING : Maria Sharapova will have Russian pride as well as a small measure of revenge in mind when she faces fellow Grand Slam champion Svetlana Kuznetsova Saturday in the semi-finals of the 585,000 US dollar China Open.",1
287,Arsene Wenger has hit back at critics who claim that Arsenal cannot perform against Europe #39; big guns after being drawn against Bayern Munich in the Champions League.,1
288,"A former inmate at the US prison camp at Guantnamo Bay, Cuba, who reportedly returned to Afghanistan to rejoin the Taliban as a key commander was killed in a raid by ",0
289,"BRUSSELS - Greece #39;s membership of the eurozone is not in doubt despite a damaging review of its budget data stretching back five years, a European Commission official said Monday.",2
290,"It was about taking care of business, or maybe it was about the Boston Red Sox not -gain. The Yankees didnt play their best game, but because the Red ",1
291,The leader of Cameroon's main opposition party calls for reforms ahead of next month's poll.,0
292,washingtonpost.com - Now Cingular Wireless LLC gets to reap the rewards -- and face the challenges -- of its new status as the nation's biggest cellular provider.,3
293,"Microsoft Corp. is planning to launch its own Web search engine on Thursday, according to several reports published Tuesday evening.",3
294,"A NEW bird species, which is believed to be found nowhere else in the world, has been discovered on the remote island of Calayan, 70 km north of Luzon. ",3
295,"Cardiff #39;s Millennium Stadium will host this season #39;s FA Cup semi-finals as well as the final. It will be the first time the venue has hosted the semi-finals, with Old Trafford and Villa Park having been favoured in recent years.",1
296,"BAGHDAD, Iraq The military says insurgents in the Iraqi city of Ramadi have used a hospital to ambush US soldiers. However, officials for both the Ramadi General Hospital and Medical College rejected the claims.",0
297,"EAGLES 27, GIANTS 6: The Eagles, in the playoffs for the fifth consecutive year, are the third team since 1978 to win its division in Game 11.",1
298,"In a country already plagued by skyrocketing sick leave costs, a new survey found that 40 percent of the population thinks it #39;s acceptable to skip work because they feel tired or have trouble getting along with their colleagues.",2
299,SYDNEY - Australia has announced plans to acquire long-range cruise missiles that will give its defence force the  #39;most lethal capacity #39; for air combat in the region.,0
300,"The chief of the United Nations refugee agency says the Sudanese government should grant more autonomy to Darfur to help end a conflict that has claimed some 50,000 lives.",0
301,"AP - Roger Federer pulled out of the Swiss Indoors after hurting his left thigh in a practice session Tuesday, while Taylor Dent and Paradorn Srichaphan exited with upset losses.",1
302,"On January 14, 2005, the Huygens probe will try to descend to the surface of Saturn #39;s largest moon, Titan--a biochemically rich moon dominated by hydrocarbons like methane and ethane.",3
303," BAGHDAD, Iraq (Reuters) - Strong explosions shook central  Baghdad at dawn on Sunday and heavy fighting erupted in a  street notorious as a rebel stronghold, in violence that killed  at least eight Iraqis, the U.S. army and witnesses said.",0
304,"Royal Ahold NV, owner of the Giant and Stop  amp; Shop supermarkets in the US, is confident #39; #39; the company can reach its goal of raising 2.5 billion euros (\$3.",2
305,SAP America Inc. and Hewlett-Packard Co. are collaborating on a hosted enterprise resource planning software service for midsize companies in specific vertical markets.,3
306,"Scientists yesterday mourned Maurice Wilkins, sometimes called the forgotten man of DNA, who died in hospital on Tuesday aged 88. Wilkins, a professor at King #39;s College London, shared the 1962 Nobel prize ",3
307,"Lenovo Group stayed silent Friday about reports it is talking with IBM Corp. about buying the US company #39;s personal computer business, but an executive hinted that the Chinese company is looking to expand its PC operations.",2
308,"The proportion of people living on less than \$1 a day decreased from 40 to 21 per cent of the global population between 1981 and 2001, says the World Bank #39;s latest annual report.",0
309,"Ashburn, VA (Sports Network) - Washington Redskins head coach Joe Gibbs said Monday that Patrick Ramsey will start at quarterback this Sunday against the Philadelphia Eagles.",1
310,Police look for a woman who broke into pop star George Michael's north London home earlier this month.,0
311,"AP - Carolina kickoff returner Rod Smart, aka ""He Hate Me,"" injured his left knee on a kickoff return in the second quarter of the Panthers' game against the Atlanta Falcons on Sunday.",1
312,PAULA RADCLIFFE last night paid tribute to the  quot;incredible support quot; which helped her overcome her Olympic nightmare. Radcliffe fought back from her Athens heartbreak to win the New York Marathon ,1
313,"AP - U.S. Defense Secretary Donald Rumsfeld met Saturday with Panamanian President Martin Torrijos and expressed support for regional security agreements aimed at reducing drug trafficking, terrorism and other threats in Latin America and the Caribbean.",0
314,DALLAS -- Two games in two days in a pair of sold-out arenas and the Sonics are now two-for-Texas after they beat the Dallas Mavericks 107-102 last night at American Airlines Center.,1
315,"Gov. Arnold Schwarzenegger on Friday threw his support behind a bill to dramatically increase the number of California homes using solar power, reviving a legislative effort that seemed all but dead last week.",2
316," NAIROBI (Reuters) - Ethiopian-backed warlord Abdullahi  Yusuf was elected Somali president by lawmakers on Sunday,  officials said, in the 14th attempt in a decade to restore  government to the lawless African country.",0
317,"BusinessWeek Online - Mike Lazaridis and James L. Balsillie, the co-CEOs of Research in Motion Ltd. (RIM.) (RIM), have plenty of reason to feel on top of the world. After 20 years spent in the quiet university town of Waterloo, Ont., developing technology to deliver wireless e-mail, their BlackBerry gizmo is an outright phenom. What the iPod is to mobile music lovers, the BlackBerry is to workers on the go. For the fiscal year ending in February, company sales should more than double, to  #36;1. ...",3
318,"Defense -- a foreign concept to Wake Forest last season -- was the key in the Deacons #39; raucous, season-opening 97-76 men #39;s basketball victory Monday against George Washington at Joel Coliseum.",1
319,"New measures to fight crime and drugs are expected to be at the heart of the Queen #39;s Speech on Tuesday. The creation of national ID cards, new measures against  quot;yobs quot; and drug tests for minor offenders are set to feature.",0
320,"FALLUJAH, Iraq : The US military said it had launched two air raids overnight on the rebel-held Iraqi flashpoint town of Fallujah, but it was not immediately clear if there were any casualties.",0
321,"Kananaskis Country will take on a Tour de France feel Sept. 26 as its perennial champion, Lance Armstrong, leads a swarm of cyclists through the Rockies.",1
322,(Sports Network) - The Anaheim Angels will try to get back on the winning track and break an 18-inning scoreless drought when they open up a crucial three-game set against the Seattle Mariners tonight at Angel Stadium.,1
323,WELLINGTON (Dow Jones)--Prime Infrastructure Group (PIF.AU) could still change the terms of its controversial takeover bid for Powerco Ltd.,2
324,Delta Air Lines' pilots union said last night it had reached a tentative pact on concessions that could save the struggling carrier from bankruptcy.,2
325,DENVER -- A federal appeals court has refused to reinstate the discrimination lawsuit brought by former US Olympic Committee drug czar Wade Exum.,1
326,"NEW YORK - Traditional phone systems may be going the way of the Pony Express. Voice-over-Internet Protocol, technology that allows users to make and receive phone calls using the Internet, is giving the old circuit-switched system a run for its money.",3
327,"Disappointments abound across business lines. Apparently, it is time for a change.",2
328,"Lycos UK has withdrawn its anti-spam screensaver download from its portal following criticism that the vigilante-style programme had been too successful against spammers websites, shutting down a range of sites.",3
329, MOSCOW (Reuters) - President Vladimir Putin gave his  blessing on Friday for state energy firms to bid for oil major  YUKOS' assets if bailiffs put them up for sale to recover a  huge back-tax bill.,2
330,"AP - A new penal code approved by Venezuela's Congress would stiffen prison sentences for slander and libel, drawing criticism from opponents of President Hugo Chavez.",0
331,Reuters - U.S. stocks are set to open lower on\Monday with oil prices climbing higher and Wall Street on edge\as the Republican National Convention gets underway in New York\City amid heightened security concerns.,2
332,"AP - For the first time, scientists have created a genetic map of a cow, providing researchers a new tool to reduce animal disease and improve the nutrition of beef and dairy products, the Agriculture Department announced Wednesday.",3
333,"AFP - Defeated Democratic presidential candidate John Kerry has hinted that he could make another run for the White House in 2008, press reports said.",0
334,"LAS VEGAS - The major U.S. regional carriers want to leapfrog cable operators with advanced video services over IP (Internet Protocol), and expected upcoming U.S. Federal Communications Commission (FCC) rulings may help pave the way for those roll-outs.",3
335," WASHINGTON (Reuters) - U.S. retail gasoline prices fell to  their lowest level in three months and the cost of diesel fuel  dropped below \$2 a gallon for the first time in 12 weeks, the  Energy Department said on Monday.",2
336,The Football Association has revealed England #39;s players refused to talk to the media after their win in Poland in protest at criticism aimed at them.,1
337,"On a recent political round table on CNN, Ann Coulter took a swipe at Canadians, saying that we should consider ourselves ""lucky that we are allowed to exist on the same continent"" as the US.     Alright, Ann, this isn't the first time that an American has denied our right to exist. It's been going on for most of US history. But let's say, for the sake of argument, that we exist at the USA's continued sufferance. If we're that much trouble, why not do what your implications in those statements suggest.    Invade. You're bound to do better than you did before.    Just remember that last time, someone  burned the White House down.",3
338,"The parishioners at St. Brendan Catholic Church in Bothell got a shock this weekend: Instead of delivering a typical sermon, the Rev.",2
339,"The peak time for dates from hell in New York City is Friday at 8 p.m. - judging by the cell phone calls delivering emergency excuses to bolt. Truth is, they're fake ""rescue"" calls - now being offered by two cell phone providers, Cingular Wireless and Virgin Mobile USA.",3
340,Decision exempts Vonage from Minnesota state telephony laws.,3
341,"But that #39;s OK. Because after a 31-14 rout of the St. Louis Rams, they can #39;t be called total losers either. It was a whole team effort, #39; #39; said quarterback Jay Fiedler ",1
342, BELGRADE (Reuters) - Serbs went to the polls in local  elections on Sunday in the first test of voter opinion since  they chose pro-Western President Boris Tadic in June.,0
343,"A ray of second-quarter sunshine is overshadowed by clouds on the horizon, according to Gartner.",3
344,"ABECHE, Chad, Sept 26 (AFP) -- The Sudanese government has seen the writing on the wall and is likely to grant some autonomy to the violence-wracked Darfur region but the rebels should now do their bit to end the world #39;s worst humanitarian crisis, UN High ",0
345,Police in the Netherlands have arrested two men who allegedly called for the beheading of a Dutch politician in the name of Islam.,0
346,"  SANTO DOMINGO, Dominican Republic, Sept. 18 -- Tropical Storm Jeanne headed for the Bahamas on Saturday after an assault on the Dominican Republic that killed 10 people, destroyed hundreds of houses and forced thousands from their homes.",0
347,InformationWeek takes a behind-the-scenes look at patch-management software maker Shavlik Technologies the day Microsoft unleashes a flood of security patches.,3
348,"NEW DELHI, Dec 3: Russian President Vladimir Putin on Friday expressed his opposition to veto powers for India or any other country seeking to become member of a revamped UN Security Council.",0
349,AP - A senior Saudi official rejected on Friday a suggestion that his government was lax in pursuing Saudi nationals who provide money to Iraqi insurgents or terrorist groups.,0
350,"LAS VEGAS, United States (AFP) - The oddsmakers have labelled Vitali Klitschko a strong favourite to defend his WCB heavyweight title but the scars over his left eye may be the biggest equalizer for challenger Danny Williams.",1
351,Rogers Wireless Inc. is in talks with Microcell Telecommunications Inc. about a possible takeover and has asked the competition watchdog to give its advance blessing - just in case.,2
352,"UK regulators said Royal Dutch/Shell Group, Europe #39;s second-largest oil company, was guilty of unprecedented misconduct #39; #39; in overstating reserves that led to fines of \$151.",2
353,"Canadian Press - HALIFAX (CP) - It's time for U.S. President George Bush to begin repairing the rift with Canada and other countries opposed to the war in Iraq, says former prime minister Brian Mulroney.",0
354,"DAMASCUS, Syria -- A car bomb killed a leader of the militant group Hamas in Damascus on Sunday. Police at the scene of the explosion were seen retrieving pieces of the body of Izz el-Deen Subhi Sheik Khalil.",0
355,A late equaliser from Pape Bouba Diop gave Fulham a 1-1 draw at home to Manchester United on Monday and prevented Alex Ferguson #39;s team from moving back into to the thick of the Premier League title race.,1
356, ZURICH (Reuters) - Venus Williams came through a stiff test  against Serbian schoolgirl Ana Ivanovic on Thursday to book her  place in the Zurich Challenge quarter-finals.,1
357,"NEW YORK - Today at the UBS Global Life Sciences Conference, AtheroGenics was met with pointed skepticism over trial results for its drug, AGI-1067.",2
358,Mark Loretta hit a bases-loaded sacrifice fly in the bottom of the 10th to lift the San Diego Padres a 4-3 win over the San Francisco Giants in National League action on Wednesday.,1
359,"Dow Jones  amp; Co., publisher of the Wall Street Journal, says it has agreed to buy online news site MarketWatch Inc. in a \$519 million deal that widens its Internet audience.",2
360,"Boston Red Sox slugger David Ortiz, right, and Manny Ramirez watch a fly ball hit by Ramirez during batting practice for the upcoming American League Championship Series, Monday, Oct. 11, 2004 at Yankee Stadium in New York.",1
361,"NEW ORLEANS -- Another blowout loss left New Orleans owner Tom Benson furious and wondering whether his team belonged in the NFL. Reuben Droughns rushed for 166 yards and a touchdown, Jake Plummer threw for ",1
362," WASHINGTON (Reuters) - The U.S. Food and Drug  Administration plans to update antidepressant labels to reflect  studies that suggest a link between the drugs and suicide in  youths, but remains cautious about the strength of such ties,   according to documents released on Friday.",2
363,Books from some of the world #39;s largest academic libraries are to be scanned and made instantly searchable by Google. The internet search engine has revealed plans to scan the whole of Michigan and Stanford ,3
364,"Kosuke Kitajima won the men #39;s 200 metres breast stroke final at the Athens Olympics early this morning, but Australia #39;s Jim Piper was disqualified. ",1
365,"EAST LANSING, Mich. -- Notre Dame #39;s 28-20 victory over Michigan last Saturday set off a huge celebration as thousands of students joined the Irish players on field to form an impromptu mosh pit.",1
366,"Benjamin Raich of Austria held off teammate Rainer Schoenfelder and Giorgio Rocca of Italy on Sunday to win the first slalom of the World Cup season, while overall leader Bode Miller skied out for a second straight race.",1
367,Some people may be wondering just how well Kmart and Sears will compete against Wal-Mart as parts of the same company.,0
368,"Reuters - Olympic officials are seething at a\campaign ad for President Bush which, they say, hijacks the\Olympic brand.",0
369,One major shareholder says it won't touch Oracle's latest offer. Another says it likes the price. Who'll prevail?,3
370,"Ideal for barebone laptops, apparently",3
371,"There #39;s a new CFO in town at Red Hat Inc., and while the company continues to be perceived as one of the leading Linux providers, he #39;s got his work cut out for him when it comes to restoring investor confidence.",3
372,"WELLESLEY -- For the sixth year in a row, Andover claimed the MIAA State Swimming  amp; Diving Championships.",1
373,"Samsung today unveiled a small, low-power multimedia memory card (MMC) designed for mobile phones. At just 12 x 14 x 1.1mm, Samsung #39;s MMCmicro device is one-third the size of today #39;s common reduced-size multimedia cards.",3
374,"Washington, DC (Sports Network) - The District of Columbia Council approved legislation to finance construction of a new ballpark for the Washington Nationals on Tuesday, but the team might have to come up with some money to build it.",1
375,"It's a frustrated commuter's escapist fantasy: literally lifting your car out of a clogged highway and soaring through the skies, landing just in time to motor into your driveway. NASA and Boeing are planning to make this fantasy a reality.",3
376,"Two suicide bombers killed five people, including three US nationals, on Thursday in one of the bloodiest attacks inside Baghdad #39;s fortified Green Zone, and America #39;s top enemy in Iraq claimed responsibility.",0
