,texts,labels
2947,US banker Frank Quattrone wins the right to stay out of jail pending an appeal against an 18-month sentence for obstruction of justice.,2
2948,"Insurer and fund manager AMP Ltd. , on Wednesday posted a better-than-expected first-half profit on higher investment returns and improved margins, and targeted a stronger performance for the remainder of the year. ",2
2949,"com October 5, 2004, 10:57 AM PT. ZDNet #39;s survey of IT professionals in August kept Wired  amp; Wireless on top for the 18th month in a row.",2
2950,"Mumbai: The board of directors of Reliance Industries Ltd had considered the letter written by Anil Ambani, Vice-Chairman and Managing Director, regarding the decision taken at the July 27 board meeting on powers and authorities of the CMD.",2
2951,"In an effort to integrate its IP-based communications products with Microsoft customer relationship management software, Cisco Systems today announced the Cisco CRM Communications Connector.",3
2952,"CHICAGO (Reuters) - Medtronic Inc. (MDT.N: Quote, Profile, Research) on Wednesday said its quarterly earnings rose on brisk demand for devices that manage irregular heart beats and products used to treat the spine. ",2
2953,"Shares of the engineering company closed earlier down 37 cents, or just under 1 percent, at \$40.36 on the New York Stock Exchange.",2
2954,"At least 50 people have died and 150 are missing in Haiti after tropical storm Jeanne swept across the island of Hispaniola, a UN spokesman says .",0
2955,"A Paris court gave 10 suspected Islamic terrorists jail terms of up to 10 years for a plot to bomb Strasbourg #39;s cathedral and the city #39;s Christmas market in December 2000, a clerk of the court said.",0
2956,The BMW Williams team has denied claims that it  #39;insisted upon unconditional arrangements #39; that have seen Anthony Davidson #39;s hopes of racing for the team in 2005 come to an end.,1
2957,"Boston information management giant Iron Mountain Inc. , a leader in the archiving and backup of business records, accelerated its push into the digital market yesterday with an agreement to buy Framingham's Connected Corp. for \$117 million in cash.",2
2958,"When a tournament winds down to the final rounds, the teams with the best players usually hold the advantage. Fortunately for Reading, it had the best field hockey player in the game last night.",1
2959,"The chief organizer of the 2006 Turin Olympics is quitting in a power struggle with the Italian government, just 15 months before the start of the Winter Games.",1
2960,"The International Monetary Fund on Wednesday revised up its 2004 world growth forecast to 5 percent, the highest level in three decades, but said sharply ",2
2961,"AP - Sen. John Edwards, answering President Bush's blistering criticism of Democrat John Kerry, contended Wednesday that the Republican was ""completely out of touch with reality"" about the Iraq war and the economy.",0
2962,AFP - Foreign Minister Alexander Downer has declined to reveal any timetable for a possible withdrawal of Australian troops from Iraq following a statement by Poland that it is aiming for a pullout by the end of next year.,0
2963,Retired Maj. Gen. Charles F. Bolden Jr. is proud his name is among a handful being mentioned as the next head of the US space agency.,3
2964,The Insurance Institute For Highway Safety has released new side-impact crash test results for small sport utility vehicles. The 2005 Honda CRV earned a good rating along with the 2005 Ford Escape.,2
2965," quot;Everybody on the sideline was saying,Dont get complacent, the game is not over, quot; sophomore linebacker George Hall said.",1
2966,"This article outlines useful ways of detecting hidden modifications to a Linux kernel. Often known as rootkits, these stealthy types of malware are installed in the kernel and require special techniques by Incident handlers and Linux system administrators to be detected.",3
2967,"Canadian Press - BEIJING (CP) - China urged the Canadian Embassy on Thursday to hand over 44 possible North Korean asylum-seekers, while officials said nine North Koreans who entered a U.S. school in Shanghai had been handed over to Chinese police.",0
2968,"Stelios is tapping his feet to the rhythm of a new venture in the form of easyMusic, to be launched in time for Christmas. The easyGroup company has teamed up with London-based music service Wippit to launch ",3
2969,"Give the International Olympic Committee credit. By virture of simply being in the room when the bullet slipped into the chamber, by holding the disciplinary hearing at which, on Wednesday, Greek sprinters Kostas Kenteris and Katerina Thanou completed ...",1
2970,"As part of its growing effort to thwart piracy, Microsoft is offering free photo slideshow software to customers who verify that they have a genuine copy of Windows.",3
2971,"A new incarnation of Blue Gene/L can perform 70.7 trillion calculations per second, IBM says.",3
2972,Motorola will test handsets that include wireless payment functions.,3
2973,"The world #39;s biodiversity is declining at an unprecedented rate, the recognized global watchdog on endangered species said Wednesday in announcing its annual list of most vulnerable wildlife.",0
2974,"In what could be a breakthrough in the search for worlds, an international team of astronomers claims to have made an image of a planetlike object beyond our solar system.",3
2975,Prime Minister Junichiro Koizumi headed to northern Japan to survey the damage wrought by the deadliest earthquakes to hit the country in nearly a decade as the death toll jumped to 31.,0
2976,TORONTO - A former US Marine staff sergeant testified at a hearing yesterday that his unit killed at least 30 unarmed civilians in Iraq during the war in 2003 and that Marines routinely shot wounded Iraqis and killed them.,0
2977,Microsoft's  founder is expected to detail the company's plan for computer management software and announce a long-awaited Windows update tool.,3
2978,NATO diplomats approved on Friday a detailed outline of their plan to send around 300 military instructors to Iraq following talks with ,0
2979,Englishman Lee Westwood is leading after the third round of the Nedbank Challenge in Sun City. Westwood holds a slender one shot lead over South African Retief Goosen after shooting one under par 71 for a three round total of 5 under par.,1
2980," VIRGINIA WATER, England (Reuters) - Ernie Els beat Lee  Westwood 2 1 in a gripping final at Wentworth Sunday to win a  record sixth World Match Play Championship and claim the  biggest first prize in golf.",1
2981,But the defense secretary said that the U.S. was determined to insure that voting takes place as planned.,0
2982," BAGHDAD (Reuters) - Iraq continued to export oil at one  million barrels per day on Friday after an attack on the South  Oil Company headquarters took sabotage operations to a new  level, an official at the state-owned entity said.",0
2983,"Italian researchers have achieved 13 human births using previously frozen eggs. It's encouraging for women who want to preserve their fertility, but efficiency is still low. By Kristen Philipkoski.",3
2984,"VENEZUELA CARACAS -- President Hugo Chavez vowed yesterday that Venezuela's intelligence services would identify the assassins of a state attorney who intended to prosecute backers of Venezuela's 2002 coup. Danilo Anderson, known to many Venezuelans as the  quot;super prosecutor, quot; was killed Thursday night by two explosions that ripped through his vehicle in the capital. The assassination renewed the specter of ...",0
2985,"AP - William H. Harlan, the retired University of Florida swimming coach who led the Gators to eight conference titles, died Tuesday, school officials said. He was 83.",1
2986,"Waste Management Inc. on Monday said its Canadian subsidiary will sell a landfill in Chatham, Ontario to BFI Canada Income Fund in a deal worth up to \$90 million.",2
2987,"Ten months after NASA #39;s twin rovers landed on Mars, scientists reported this week that both robotic vehicles are still navigating their rock-studded landscapes with all instruments operating ",3
2988,"Reuters - Authorities kept a main oil pipeline in\southern Iraq shut on Sunday rather than risk it being\attacked, restricting the country's exports to half normal\levels, a South Oil Official said.",2
2989,Federal regulators rejected on Friday the idea that allowing cable TV subscribers to pay only for channels they want would lower high cable bills.,2
2990,Buffalo football fans who were parked on barstools nonchalantly shrugged off Saturday night #39;s Big 12 big blowout. The second-ranked Oklahoma Sooners pounded the University ,1
2991,"SYDNEY (Dow Jones)--Consideration is being given to the effects of the high Australian dollar against the US dollar, with  quot;buyers being held back while the currency remains at 76 cents, quot; says Peter Morgan, of Tolhurst Noall in Sydney.",2
2992,"Sun Microsystems has settled a patent suit brought by Eastman Kodak relating to Java software, agreeing to license Kodak #39;s patents for US\$92 million.",3
2993,"Wal-Mart Stores Inc. (WMT.N: Quote, Profile, Research) , the world #39;s biggest retailer, reported a 13 percent rise in quarterly profit on Tuesday, in line with expectations, and raised its outlook for the full year.",2
2994,"JOHANNESBURG, South Africa -- England #39;s cricket tour of Zimbabwe will go ahead after authorities lifted a ban on 13 British journalists, but not in time to save Friday #39;s opening one-day match in Harare.",1
2995,Northern Ireland #39;s Jeremy McWilliams claimed 15th place in the Malaysian MotoGP in Sepang on Sunday. The Glengormley-based rider is 19th in the world championship standings with 21 points.,1
2996,"Cars circle the roundabout in the center of Ramallah in no particular order, and groups of young Palestinian men hang out on a steel structure in the middle.",0
2997,"The European Union presidency yesterday expressed optimism that a deal could be struck over Turkey #39;s refusal to recognize Cyprus in the lead-up to next weekend #39;s EU summit, which will decide whether to give Ankara a date for the start of accession talks.",0
2998,Analysts #39; assessments came after Intel announced last week that it was scrapping plans to develop a 4-gigahertz version of its Pentium 4 chip.,3
2999,"Microsoft Corp. chairman Bill Gates, left, shakes hands with UNESCO secretary-general Koichiro Matsuura prior to their press conference at the UNESCO headquarters in Paris Wednesday, Nov. 17, 2004, after signing ",3
3000,"Corporate donors who couldn't afford to pony up millions a year to affix their brand names to Gillette Stadium or the FleetCenter might consider this: For a mere \$200,000, they can now buy the naming rights to a performance studio at a Worcester radio station.",2
3001,Lucent Technologies Inc. said on Tuesday it has reached a tentative agreement with the unions representing 10 percent of the telecommunications equipment maker #39;s work force.,2
3002,"AP - Baseball players and owners have made progress toward toughening rules on steroid testing, a move that would pre-empt congressional intervention.",1
3003," LONDON (Reuters) - BP Plc, the world's second largest oil  company, reported bumper third-quarter profits on Tuesday on  the back of high oil prices and stronger than expected refining  and chemicals margins.",2
3004,MOSCOW : Defending champion and French Open winner Anastasia Myskina advanced into the final of the 2.3 million dollar Kremlin Cup beating new world number one Lindsay Davenport of the United States here.,1
3005,"The Sooners held on to second place in the Bowl Championship Series standings yesterday, staying ahead of third-place Auburn because of a stronger computer ranking.",1
3006,"Of all the seekers and spiritualists who were drawn to Mohandas K. Gandhi during his long, nonviolent struggle against British colonial rule, perhaps none stood out so vividly as a tall, broad-shouldered and rather imperious-looking Englishwoman named Madeleine Slade.",0
3007,"Agrees to \$210M Justice Dept. deal and proposes paying an additional \$300M to end SEC probe. BY HARRY BERKOWITZ. Seeking to remove a cloud that has lingered over Time Warner for years, the media giant said yesterday ",2
3008,Extended collaboration could result in chips built on 32-nanometer technology.,3
3009,"SEPTEMBER 15, 2004 (MACCENTRAL) - Adobe Systems Inc. today introduced Photoshop Elements 3.0, a major upgrade to its consumer-level photo editing application.",3
3010,"NEW YORK: Toys R Us, which is considering getting out of the toy business, yesterday posted a second-quarter operating loss on poor sales of video games and markdowns on older merchandise.",2
3011,Pakistan indicated that it was willing to go beyond UN resolutions and take  quot;all risks quot; but wanted India to show flexibility.,0
3012,The roll call of planets beyond the solar system swelled significantly with the announcement of a trio of newly discovered worlds much smaller than any previously discovered around other stars.,3
3013, ATHENS (Reuters) - The Athens 2004 Games which will have a  place in history as the Olympics' homecoming may also be  remembered as the Games that redefined a ticket scalper's job.,1
3014,Reuters - Oil scaled a new high above  #36;55 a barrel\Monday as a threat by Norwegian ship owners to halt production\from the world's third biggest exporter stoked fears of a\winter supply crunch.,2
3015,"Justice Department lawyers say there is indeed a rule requiring passengers to show ID at the airport before boarding a plane, but they say the exact wording of the rule can't be read by the public and can't be challenged. By Ryan Singel.",3
3016,Independent lawmaker Vladimir Ryzhkov called the looming sale of the Yukos oil company #39;s core production unit legal chaos and criticized the role of the Western investment bank that valued the subsidiary.,2
3017,Genentech and OSI's launch of Tarceva brings a new choice in the treatment of lung cancer.,2
3018, TOKYO (Reuters) - The dollar edged down on Friday after  soft U.S. manufacturing data fueled the view that the Federal  Reserve may slow or even temporarily halt its tightening  campaign.,2
3019,"Reuters - Belgian Prime Minister Guy Verhofstadt\was taken to hospital late on Tuesday after a car accident,\Belga news agency reported.",0
3020,"The Iraqi government declared a 60-day state of emergency Sunday in response to the escalation of violence by militants. The emergency declaration covers the entire nation, with ",0
3021,British telecommunications company Cable  amp; Wireless PLC is selling its Japanese business to Tokyo-based broadband services provider Softbank Corp.,2
3022,GLENCOFFE Johnson sent world boxing into shock as he demolished superstar ring master Roy Jones but one fighter who hardly registered surprise was Sheffield #39;s Clinton Woods.,1
3023," #39;I awoke at 2 am in a daze and couldn #39;t get back to sleep, quot; Uri Fridman says of the morning after his son earned Israel #39;s first-ever Olympic gold medal in mistral windsailing in Athens.",1
3024,"So far, one entrant, SpaceShipOne of California, seems likely to win the prize for a successful manned spacecraft launch. But three other teams say they're still in the running. By Dan Brekke.",3
3025,"India News, New Delhi,Sachin Tendulkar has come out in support of wicket-keeper Parthiv Patel after criticism of his work behind the stumps in the first two Tests against Australia, saying the teenager has done a  quot;good job quot;.",1
3026,"Microsoft has started recruiting testers for the first beta of Windows Server 2003 R2, an update to Windows Server that the vendor plans to ship in October next year.",3
3027,A new virus outbreak emerged on Thursday that packs a baffling message: a photograph of accused German virus author Sven Jaschan that security officials believe to be a geeky taunt from a rival gang of computer programmers.,3
3028,Science minister Lord Sainsbury says the UK will remain key to the Aurora programme and will head back to Mars.,3
3029,"WICHITA, Kan. -- It may fall a shade shy of catching thieves redhanded, but for farmers fed up with methamphetamine cooks filching their fertilizer, staining them pink will do just fine.",3
3030,"Reuters - A car bomb exploded near a police\station in central Baghdad on Friday, and a thick column of\smoke was seen rising from the east side of the Tigris river,\Iraqi police and witnesses said.",0
3031,"Paris, France (Sports Network) - Paris Saint Germain suffered an embarrassing home draw to St. Etienne Sunday, 2-2. PSG is winless in four games so far this season, and has only earned draws against two promoted squads.",1
3032,"Andre Agassi marched into the Stockholm Open semi-finals on Friday, beating Spanish eighth seed Fernando Verdasco 7-6 6-2 in his toughest match of the tournament.",1
3033," PARIS (Reuters) - Palestinians looked to their leadership  to lift confusion over Yasser Arafat's fate in a Paris hospital  on Wednesday as preparations gathered pace to bury the icon of  their fight for statehood. Arafat, 75, suffered a brain  hemorrhage on Tuesday at the hospital where he was flown from  the West Bank on Oct. 29 and had lain in a coma. Officials  insisted in public that he was alive, though aides said  privately that he was dead.",0
3034,"The US dollar sank anew against other major currencies yesterday, even though Japanese officials publicly raised the prospect of joining with European governments to brake its slide.",2
3035,"All of us in the USA Gymnastics family were surprised and saddened to read the comments Paul Hamm made in an article by Juliet Macur,  quot;Hamm Set to Put Ordeal in the Past quot; (Aug. 25), concerning the support ",1
3036,The Labor Department report offered some political relief to the White House but only tepid signs of a rebound in employment.,2
3037,"ISLAMABAD : A national debate is raging in Pakistan after President Pervez Musharraf #39;s outlining of a range of bold new options for divided Kashmir that include independence, joint control with India and demilitarisation.",0
3038,"Fed Cup holders France will be without world number two Amelie Mauresmo for this month #39;s finals in Moscow, shortening the odds on a first title for Russia.",1
3039,Hip-hop pranksters. Pop culture giants. Digital music pioneers. A conversation with the Beastie Boys. By Eric Steuer from Wired magazine.,3
3040,"A bipartisan commission that includes energy industry executives, environmentalists and academics will issue a report Wednesday that calls on the nation to adopt mandatory limits on greenhouse gas emissions linked to global warming, set stricter fuel economy standards and promote nuclear power, renewable energy and oil exploration.",2
3041," BOSTON (Reuters) - David Ortiz smacked a two-run homer in  the bottom of the 12th inning to give the Red Sox a 6-4 victory  over the New York Yankees on Monday, enabling Boston to avoid a  sweep in the American League Championship Series.",1
3042,"Names Coaching Notre Dame is still Urban Meyer's dream job. It just isn't the one he's taking. Meyer said yesterday the professional and financial opportunity presented to him by Florida was too good to pass up. And by the time Notre Dame called, Meyer already knew he was heading for The Swamp, not the Golden Dome. Florida athletic director Jeremy ...",1
3043,The death of their symbol could force the Palestinians to choose between negotiating for the best deal they can get or continue fighting for a dream.,0
3044,"Effective December 3, IBM expects to carve out a bigger slice of the storage market, and two months prior to shipping, the initial prospects look very good for the channel.",3
3045,The US Army named the Scottsdale-based division of General Dynamics Corp. on Tuesday as the lead contractor on a multibillion-dollar battlefield communication program.,2
3046,"AP - Presidents Luiz Inacio Lula Da Silva of Brazil, Nestor Kirchner of Argentina and Sam Nujoma of Namibia are among the heads of state who have sent get-well wishes to Fidel Castro since he broke his kneecap and arm in a fall, official media reported Saturday.",0
3047,"Eastman Kodak Co., in the midst of its strengthening its position in digital imaging, Wednesday said it now expects sales of digital products and services to increase by about 36 percent between 2003 and 2007.",2
3048,"Facing new violence and harsh criticism, the prime minister yesterday said he would set up an independent commission to investigate the ",0
3049,"RAMALLAH, West Bank -- Palestinian presidential candidate Mahmoud Abbas vowed yesterday never to give up the late Yasser Arafat's bedrock demand that Israel recognize a  quot;right of return quot; of Palestinian refugees.",0
3050,"LAKE PLACID, N.Y. -- After Team USA racked up six goals in a 6-3 victory over the Swedes Saturday, coach Ben Smith said he hoped his players saved a few because goals were going to be hard to get yesterday against Canada.",1
3051,"The number of people claiming unemployment benefit last month fell by 6,100 to 830,200, the Office for National Statistics said. Average earnings, including bonuses, increased by 3.8 in the year to July, down ",2
3052,"Each day, detainees in Guantnamo Bay, Cuba, argue before anonymous military officers that they should not be there. The hearings have come under heavy criticism.",0
3053,"Reuters - EMI Group PLC, the world's third-largest\music company, confirmed on Friday it faced a New York probe\into how music companies influence what songs are played on the\radio.",2
3054,"The Americans could have used him on Sunday when Spain won the best-of-five final 3-2. It was Spain #39;s second title, which kept the United States from adding to its record total of 31.",1
3055,"Wondering if you should install Microsoft #39;s Windows XP patch now? Worried about what might go wrong? We have answers to these questions and others, written from information supplied by Microsoft and other sources.",3
3056,"HONG KONG - The Walt Disney Co. is taking a series of steps to address cultural sensitivities as it prepares to open Hong Kong Disneyland a little more than a year from now, the company #39;s president said.",3
3057,"FALLUJAH, Oct 12: US planes hammered guerilla positions in of Fallujah and Ramadi on Tuesday, killing 11 people, as the disarming of Shia militiamen gathered pace in Baghdad despite US warnings of internal rifts.",0
3058,"Reuters - In the shadow of colossal\pyramids left by a great Mexican civilization, a Wal-Mart\rises, and some locals have gone to court to overturn its\approval.",3
3059,Israeli troops shoot a Palestinian schoolgirl in Gaza as controversy rages over another girl's death last week.,0
3060," WASHINGTON (Reuters) - U.S. businesses added 96,000 jobs to  payrolls in September, the government reported on Friday, a  weaker-than-expected total that was expected to sharpen a  presidential debate later in the day over the economy's  direction.",2
3061,"Australian and Indonesian scientists have discovered a species of tiny human beings who lived on the remote Indonesian island of Flores 18,000 years ago.",3
3062,IBM announced today that it was driving the initiative to use the worlds vast untapped computer power for useful things (like playing games and shopping online isn #39;t useful!,3
3063,Vormetric #39;s CoreGuard helps Ocwen protect confidential information in its online exchange for the mortgage industry. By Steven Marlin.,3
3064,"Huffy Corp. (HUFC.PK: Quote, Profile, Research) said on Wednesday it has filed for Chapter 11 bankruptcy as the bicycle and sporting goods company struggles with mounting losses and a heavy debt load.",2
3065,"Swift #39;s new launch date is Saturday, if NASA, Boeing and the Air Force can replace and test components of the rocket in time. The gamma-ray observatory #39;s ",3
3066,Paris 2012 organisers have been accused of breaking Olympic bid rules by using French embassies to promote the city. Madrid 2012 have made an official protest to the International Olympic Committee #39;s (IOC) ethical commission.,1
3067,"NewsFactor - Verizon Wireless is adding to its considerable spectrum holdings with the proposed acquisition of airwaves owned by NextWave Telecom. Under terms of the agreement, Verizon will pay US #36;3 billion for NextWave's PCS spectrum licenses in 23 U.S. markets.",3
3068,Workers at Ford #39;s main Jaguar assembly plant have agreed to take a ballot on possible strike action over job cuts at the hard-pressed carmaker.,2
3069,"For parents, the list of those arrested in Australia #39;s biggest child pornography bust makes sobering reading. Teachers, doctors, health workers, police officers and the owner of three Melbourne ",0
3070,"Some Chinese shrimp exporters will have to pay discouragingly hefty tariffs of more than 100 percent if they want their products to appear on American dinner tables, the Commerce Department ruled Tuesday.",2
3071,"Intel #39;s board has tapped Paul Otellini to replace Craig Barrett as CEO, starting next year, the company announced. By Edward F. Moltzen, CRN.",2
3072,NHL veterans Chris Pronger and Jim McKenzie think this lockout is far worse than the one that wiped out half a season 10 years ago.,1
3073,"A US soldier who pleaded guilty to deserting to North Korea nearly four decades ago was sentenced to 30-days confinement and a dishonorable discharge on Wednesday, ending one of the Cold War #39;s strangest dramas.",0
3074,"Telekom Austria on Monday won the right to acquire MobilTel, the Bulgarian operator, for 1.6bn (\$2.12bn), in a deal that would allow it to tap into an underdeveloped mobile market.",2
3075,"Shares of stun gun maker Taser International Inc. (TASR.O: Quote, Profile, Research) soared on Wednesday after the United Kingdom, which does ",2
3076,"AP - In a ruling that could open the United States to offshore Internet gambling, a World Trade Organization panel Wednesday said Washington should drop prohibitions on Americans placing bets in online casinos.",3
3077,"ADIBI IS EAGER: Xavier Adibi, the redshirt freshman linebacker who will return to the Virginia Tech lineup tomorrow night (7:45) when the 22nd-ranked Hokies play at Georgia Tech, said he #39;s confident that his injured right arm won #39;t give him further ",1
3078,The most dramatic findings so far from NASA #39;s twin Mars rovers -- telltale evidence for a wet and possibly habitable environment in the arid planet #39;s past -- passed rigorous scientific scrutiny for publication in a major research journal.,3
3079,PERHAPS the most trying few days of his Celtic career so far would deepen the satisfaction Martin ONeill took from his teams extraordinary 1-1 Champions League draw with Barcelona at the renowned Nou Camp stadium last night.,1
3080,"A satellite system which automatically opens train doors has failed, leaving passengers stuck on board.",3
3081,The Moon offers a unique preserved laboratory free from the weathering that ages the record of how life arose on Earth. Studying radiation and polar craters may be targets for the next human or robotic missions.,3
3082,Reuters - The world's top finance officials on\Friday asked oil-producing nations to step up output and agreed\it was crucial to work out exactly why prices have soared to\levels that threaten global growth.,0
3083,"AP - American civil rights activist the Rev. Jesse Jackson visited the conflict-torn region of Darfur on Friday, urging the Sudanese government and African rebels to end the crisis that has killed thousands of villagers and driven more than a million from their homes.",0
3084,Semiconductor supplier AMD announced Thursday (Oct. 28) it has launched an initiative to give 50 percent of the world #39;s population Internet connectivity and computing capabilities ,3
3085,"Memphis Grizzlies coach Hubie Brown talks to a reporter after a workout Jan. 8, 2004, in Seattle. Brown retired as coach of the Grizzlies on Thursday, Nov. 25, 2004, due to health reasons.",1
3086,"AOL has launched its 9.0 Security Edition, which includes McAfee #39;s VirusScan Online application, offering protection against infection from peer-to-peer file sharing, Web site downloads, CD-ROMs and disks, or multimedia files.",3
3087,"TheDeal.com - After one of the most bitter takeovers in corporate history, the challenge is to stitch the two companies together.",3
3088,The United States Olympic Committee have refused to pass on an official letter to all-round gymnastic champion Paul Hamm requesting him to return his gold medal.,1
3089," LAS VEGAS (Reuters) - The long-promised battle between U.S.  cable and telephone companies has so far been more of an uneasy  peace. Thanks to their duopoly over broadband Internet access,  it may stay that way.",3
3090,"AP - Christina Kim made a charge on the back nine Sunday, shooting a 6-under 65 at the Longs Drugs Challenge for a one-shot victory over Karrie Webb and her first LPGA win.",1
3091,"Canadian Press - NEW DELHI (AP) - A stampede at the main railway station in India's capital killed at least five people and injured seven on Saturday, the railway minister said.",0
3092," VIENNA (Reuters) - Guillermo Canas followed up his defeat  of top seed David Nalbandian by beating unseeded German Tommy  Haas 6-4, 6-3 on Saturday to reach the final of the Vienna  Trophy.",1
3093,Something has to give -- either 15th-ranked Harvard's status as the nation's only undefeated Division 1-AA team or 17th-ranked Penn's 20-game Ivy League winning streak -- when the teams square off Saturday in Philadelphia.,1
3094,Pakistan coach Bob Woolmer says captain Inzamam-ul-Haq #39;s young side will rely on talent to overcome inexperience in the upcoming three-test series against Australia.,1
3095,"In a glimpse of what the nation might see a month from now, people lined up at election offices and caused parking lot traffic jams as voter registration deadlines fell Monday in more than a dozen states.    Many officials reported record numbers of new voters, some said they were overwhelmed, and allegations were already flying about fraud and the disqualification of some voters' applications...",0
3096,There is more to Howard Stern's migration to satellite radio than meets the FM dial's eye.,2
3097,"BAGHDAD, Iraq - Militants pounded central Baghdad on Sunday with one of their most intense mortar barrages ever, targeting the Green Zone and destroying a U.S. vehicle along a major street...",0
3098,The Modern Maturity set is a growing yet elusive demographic for IT product engineers and Web site designers.,3
3099,"Northwest Airlines Corp., the fourth- largest US airline, and its pilots union reached tentative agreement on a contract that would cut pay and benefits, saving the company \$265 million a year.",2
3100,"Nintendo makes some noise with two new titles in the run-up to Christmas, says the BBC's Daniel Etherington. ",3
3101,The German government is seeking more than 4.5bn euros compensation from the consortium behind a late-running toll system.,2
3102,"Reuters - A few weeks ago, the crew of an\Indian fishing boat in the Arabian Sea thought they had the\biggest catch of their lives.",3
3103,"Poultry producer Sanderson Farms Inc. said Tuesday that it more than doubled its third-quarter profit on sharply higher prices for poultry products during the period, but trimmed its full-year forecast in ",2
3104,Bernard Hopkins is experiencing flashbacks before his undisputed middleweight title showdown with Oscar De La Hoya at the MGM Grand tomorrow night.,1
3105," NEW YORK (Reuters) - U.S. Treasuries rallied early Monday,  compressing yields to their lowest levels in nearly seven  months, as record high crude oil prices pressured equities and  threatened to be a drag on world economic growth.",2
3106,"Navy has lost its last five homecoming games, including a 21-17 loss to Division I-AA Delaware last season.",1
3107,The Brisbane Lions #39; football manager stepped out of the changerooms just before six o #39;clock last night and handed one of the milling supporters a six-pack of beer.,1
3108,"Reuters - After years of paying the price of petty\corruption, unreliable infrastructure and laws that allow for\high staff turnover, outsourcing firm Netlink is planning to\buck a trend by moving from India to the United Arab Emirates.",2
3109, PARIS (Reuters) - Qualifier Radek Stepanek and Argentine  Guillermo Canas took advantage of the absence of leading  players and the early losses of others to scrape into the Paris  Masters last four Friday.,1
3110,Mountaineers retrieve three bodies believed to have been buried for 22 years on an Indian glacier.,0
3111,"A LETTER left on the body of a Dutch filmmmaker murdered in Amsterdam contained death threats against a Dutch politician, the justice minister said today.",0
3112," NEW YORK (Reuters) - Google Inc., the Web search engine, on  Wednesday slashed the price range on its eagerly awaited  initial public offering to between \$85 and \$95 per share from  \$108 to \$135 per share.",2
3113,"The US economy should grow about 4 percent next year, giving the Federal Reserve room to continue raising interest rates at a measured pace, Philadelphia ",2
3114,"Canadian Press - THE HAGUE, Netherlands (AP) - The killers of an outspoken Dutch filmmaker threatened his scriptwriter - a politician who renounced Islam and has criticized its customs - in a letter that was pinned to the victim's body with a knife.",0
3115,"ATLANTA - The Houston Astros got a break when illness prevented Roger Clemens from pitching as scheduled in the team's NL wild-card berth clincher. Because Clemens missed Sunday's game, the Rocket started against the Atlanta Braves in the NL division series opener Wednesday...",0
3116,Space station astronauts Gennady Padalka and American Mike Fincke are scheduled to make the final spacewalks of their mission today.,3
3117,"Bertelsmann, the world's fourth-largest media company, sees profits surge during the first half of 2004, lifted by its music and TV businesses.",3
3118,Guidant Corp. #39;s 10-year run as one of Indiana #39;s most successful public companies will end with a \$25 billion sale to health products giant Johnson  amp; Johnson.,2
3119,"Despite a recent court victory for the area #39;s largest telecommunications company, the battle for your home phone service isn #39;t about to end.",2
3120,"AP - First lady Laura Bush said Tuesday night that her husband agonized through White House walks and somber suppers and took the United States into war against terrorism ""because he knew the safety and security of America and the world depended on it.""",0
3121,"AFP - Maoist rebels who have cut off Kathmandu for three days attacked security forces and bombed buildings inside the Nepalese capital, as the government partially agreed to guerrilla demands for lifting the blockade.",0
3122,"TWO more earthquakes hit the central region of Japan today, where thousands of residents are still living in emergency shelters after a major quake more than a week ago.",0
3123,Let the bidding begin! A federal judge Thursday rejected a government attempt to block Oracle #39;s proposed takeover of rival PeopleSoft.,2
3124,AP - Two senators working on legislation that would overhaul U.S. intelligence agencies said Thursday a new intelligence chief should have significant and clear power over the budget.,0
3125,"House prices in Britain fell at their steepest pace in nine years in the three months to September,adding to evidence that the property market is cooling and decreasing the possibility ",2
3126,Ukrainian MPs fail to adopt election law changes the opposition says are needed to avert fraud in a new run-off.,0
3127,"The Free Standards Group has released Linux Standard Base 2.0, a new Linux standard that has gained the backing of most major Linux suppliers.",3
3128,"Impeccably timed to take full advantage of the success of  quot;Shark Tale, quot; the initial public offering of DreamWorks Animation SKG went off swimmingly Thursday, floating 38 higher in its first day of trading.",2
3129,"THE ITANIUM was never really important for the workstation market, Intel has said, causing us to choke over our salty porridge this morning.",3
3130,"Hewlett-Packard (HP) is hot about what it considers a consumer revolution in digital media, and on Friday the company #39;s Chairman and Chief Executive Officer ",3
3131,"AP - In the latest sign of improving ties, Egypt and Israel moved closer to resolving a simmering dispute Friday, a day after President Hosni Mubarak called Israel's prime minister the best chance for Mideast peace.",0
3132,"Sept. 27 issue - It #39;s not the kind of thing people typically like to rush, but then again, Martha Stewart has been full of surprises lately.",2
3133,"Voters tend to forget most of what is said during U.S. presidential debates, but a few memorable moments endure.",3
3134,"AFP - Typhoon Chaba was approaching Japan and was expected to bring heavy rain and high winds to large areas in southwestern regions over the weekend, officials said.",0
3135,"SpaceShipOne, the world #39;s first privately funded manned spacecraft, on Monday reached space for the second time in less than a week to win a \$10 million prize designed to spur commercial space travel.",3
3136,AP - Rene Portland is taking a leave of absence for medical reasons during her 25th year as Penn State's women's basketball coach.,1
3137,AP - Two car bombs killed seven Iraqi national guardsmen and a rocket barrage hit a police academy Monday as insurgents kept up their offensive to subdue Iraq's beleaguered security forces. U.S. jets pounded suspected militant positions in a Baghdad slum.,0
