texts,labels
"SINGAPORE - SingTel will begin selling high-speech third generation mobile phones, or 3G phones, from Thursday, making it the first company in the region to sell the new technology.",3
AP - Greenpeace activists scaled the walls of Ford Motor Co.'s Norwegian headquarters Tuesday to protest plans to destroy hundreds of non-polluting electric cars.,0
Reuters - Kentucky's largest newspaper on\Thursday urged Republican Sen. Jim Bunning to answer questions\about his mental health because his behavior as he seeks a\second term is troubling voters.,0
OTTAWA - The Canadian government will devote some of the proceeds from its sale of its 19 percent stake in oil company Petro-Canada (PCA.,2
"Halliburton (HAL), the world #39;s No. 2 oil field services company, posted a third-quarter net loss Tuesday as it took \$230 million in charges to pay for its asbestos liability.",2
 CAIRO (Reuters) - France scrambled to secure the freedom of  two French journalists kidnapped by Iraqi militants who gave  Paris until Monday evening to drop its controversial ban on  Muslim headscarves in schools.,0
"European leaders urged President Bush to work closely with America #39;s allies on issues like terrorism and the environment in his second term, while critics of the president worried re-election would embolden him to pursue conservative policies ",0
SEOUL (AFX) - Samsung Electronics Co Ltd said it has developed the industry #39;s first 2-Gigabit (Gb) DDR2 SDRAM utilizing 80-nanometer (nm) process technology.,2
"AP - Robert D. Wall is too careful a scientist to say he's on the verge of a sensational discovery. But the soybean field where the Towson University anthropologist has been digging for more than a decade is yielding hints that someone camped there, on the banks of the Potomac River, as early as 14,000 B.C.",3
"Worldwide mobile phone sales exceeded 156.4 million units in the second quarter of 2004, a 35 percent increase over the second quarter of 2003, according to a report released this week by Gartner Inc.",3
" LONDON (Reuters) - Oil prices forged to a record high above  \$55 a barrel on Friday on rising fears of a winter fuel supply  crunch and robust economic growth in China, the world's number  two user.",2
"PISCATAWAY, NJ -- After winning 20 games in a season for the first time in 21 years and reaching the NIT championship game, Rutgers rewarded men #39;s basketball coach Gary Waters with a two-year extension.",1
"Anastasia Myskina, entering the WTA Moscow semifinals with an 0-4 career record versus Lindsay Davenport, got over the hump Saturday with a 6-4, 7-6(1) victory against the new No.",1
"Industry talk over the potential sale of Metro-Goldwyn-Mayer might have subsided in recent weeks. But despite summer vacation season, Time Warner Inc.",2
"In Europe, soccer clubs continued their efforts in final group matches to reach the knockout stage of the Champions League tournament.",1
"Having been duped last year by Iran, negotiators for France, Germany and Britain labored mightily over the past months to produce what they hoped would be an airtight agreement that would force Iran to abandon its nuclear ambitions.",0
"The world's smallest independent country, the Pacific island of Nauru, holds elections on Saturday.",0
"The Philippine government deployed trucks and vans to carry thousands of stranded commuters to work as bus and jeepney drivers went on strike to protest rising fuel prices, crippling Manila and other parts of the country.",2
AP - The Detroit Tigers optioned reliever Roberto Novoa to Double-A Erie and called up relief pitcher Craig Dingman from Triple-A Toledo.,1
Shares in telecoms group Thus drop nearly 25  as worries about stiff competition force the company to issue a profit warning.,3
SYDNEY (Dow Jones)--Village Roadshow Ltd. (VRL.AU) said Friday that results for its movie Catwoman were below expectations and will hurt film profits for the 2005 financial year.,2
"The Palestinian leader, Mahmoud Abbas, vowed Wednesday to crack down on armed groups operating in Palestinian areas in preparation for the scheduled Jan. 9 presidential election for a successor to Yasir Arafat.",0
"Thousands of rechargeable batteries for use in Apple #39;s Powerbook G4 laptop are being recalled. The batteries can overheat, posing a fire hazard. However, no injuries have been reported. ",3
ATA Airlines Inc. put a piece of its turnaround package in place Friday when a large majority of flight attendants accepted \$24 million in concessions to help keep the financially ailing Indianapolis carrier flying.,2
"Ahead of the International Monetary Fund-World Bank meeting, the World Bank on Tuesday placed India as the fourth largest economy in terms of purchasing power parity, even as it said the country lagged behind in technology and efficiency.",2
"The wreckage of a Detroit case about a ""sleeper operational combat cell"" reveals that it was built on evidence that has since been undermined.",0
"A Russian court has sentenced a physicist Valentin Danilov to 14 years in a Siberian prison for passing space secrets to China. Danilov, 53, a professor at Krasnoyarsk ",0
"BONN: Deutsche Telekom is bidding 2.9 bn for the 26 it does not own in T-Online International, pulling the internet service back into the fold four years after selling stock to the public.",2
"BAGHDAD, Iraq - U.S. troops pounded Fallujah with airstrikes and tank fire Sunday, and the Iraqi government appealed to residents to expel ""foreign terrorists"" to prevent an all-out attack...",0
"Opening in the U.S. today, the movie &lt;i&gt;I Am David&lt;/i&gt; depicts a Bulgarian refugee's struggle in post-World War II Europe. The film is being used by the UN to highlight the plight of current-day refugees.",3
"The Auburn Tigers are coming. Steadily, but picking up speed and power. In the Southeastern Conference, the preseason chatter was about Louisiana State, the defending co-national champion, and perhaps Georgia.",1
Pittsburgh head coach Walt Harris will go from the Fiesta Bowl to Stanford after accepting their head coaching position on Sunday.,1
Two North Carolina residents yesterday became the first people in the nation to be convicted on felony spamming charges after a Loudoun County jury found that they flooded tens of thousands ,3
A Las Vegas-based startup air carrier plans to be the US launch customer for Boeing Co. #39;s new 7E7  quot;Dreamliner quot; twin-engine jet.,2
Ford raised its earnings guidance for 2004 today in part on the back of continued strong performance by its financial services business.,2
"MSN Music Store to Rock the Music Download Boat\\MSN has unveiled MSN Music Store, their pay per download WMP driven system which is predicted to give Apple iTunes, Napster, and RealNetworks a run for their money in the realm of legal music download search. MSN Music Service will initially offer ...",3
"SRINAGAR: Militants set off a powerful landmine in Kashmir killing eleven, including an Army Major, a civilian and nine soldiers in one of the biggest attacks in recent weeks, police say.",0
The company backs September same-store sales growth forecast as back-to-school sales finally pick up.,2
"AFP - Malaysia's former deputy premier Anwar Ibrahim has made no commitment yet to join any political party but is likely to play a role in a multi-party alliance, probably in opposition, he told AFP.",0
"The Motley Fool - After a dismal start to 2004, Nokia (NYSE: NOK - News) is finally reasserting its dominance in the cell-phone market, proving, once again, why it's good to be the top dog in your industry.",3
"Falling gasoline prices in July helped push consumer prices lower for the first time in eight months, indicating that the recent surge in inflation is subsiding. ",2
"ST. PETERSBURG, United States : Manny Ramirez hit a two run home run in the fifth inning and Johnny Damon added a three run homer as the Boston Red Sox clinched their second straight post-season berth with a 7-3 win over Tampa.",1
"The UK economy probably grew at a  faster than predicted pace in the third quarter, putting pressure on the Bank of England to raise rates again.",2
Reuters - Opening arguments in the first criminal\case against former Enron Corp. employees are set to begin\after a federal court spent Monday whittling down a panel of\Houston-area residents to find an impartial jury in the city\still stinging from the company's downfall.,2
"HAMPTON, Ga. -- The Nextel Cup championship playoff got a major shakeup Sunday when points leader Kurt Busch went out with a blown engine early in the race at Atlanta Motor Speedway.",1
(CBS/AP) The attorney general for the only holdout state in the US antitrust case against Microsoft Corp. is praising dramatic sanctions imposed this week by European regulators against the world #39;s largest software company.,2
CHICAGO - That UFO you might see whizzing over Thursday night #39;s Florida State-North Carolina State football game is not just a camera - it #39;s the link between televised football and the video games they seek to mimic.,1
"Australia could be without skipper Ricky Ponting for the whole of the Test series in India. Having missed the First Test victory in Bangalore and the Second Test, which started today in Chennai, Ponting has ",1
"Microsoft has rolled out its long-planned response to Google and Yahoo in the Internet search industry, but with an uncharacteristically soft-sell approach.",3
"Negotiators at the World Trade Organization completed weeklong farm talks Friday, part of discussions on ways to reach a wider-ranging liberalization accord by the end of 2005.",2
"THE HAGUE, Netherlands - The government vowed tough measures yesterday against what a leading politician called  quot;the arrival of jihad in the Netherlands quot; after a death threat to a Dutch lawmaker was found pinned with a knife to the body of a slain ",0
"Perrigo Co., a maker of over-the-counter drugs and supplements for the store-brand market, said Monday that it agreed to buy Israeli generic drug giant Agis Industries Ltd.",2
"The areas of the brain involved in learning fears have been known, but new research now identifies the areas involved in extinguishing those fears. The amygdala is a key in both learning and unlearning fears. ",3
Scientists took a fresh look at human evolution through tiny hitchhikers that have clung to humans and their relatives for centuries - lice.,3
The US movie industry has launched legal action to sue people who facilitate illegal film downloading. The Motion Picture Association of America wants to stop people using the program BitTorrent to swap movies.,3
"Talbots, the clothing retailer, said yesterday that second-quarter profit rose 4.8 percent as sales increased and the company benefited from the resolution of an income tax issue. ",2
The European electronics giant will integrate Oblix's access management software and Web services security products.,3
"Passengers flying toward their Thanksgiving feasts can expect to find crowded airports and packed flights on the way. By JEAN HELLER, Times Staff Writer.",2
"BASRA, Iraq - An explosion occurred Saturday outside a former Saddam Hussein-era palace that houses a U.S. consular office and a British base, killing at least one person and wounding two others, police and witnesses said...",0
"AFP - Russian Foreign Minister Sergei Lavrov said that Moscow was opposed to seeing Iran referred to the UN Security Council over its nuclear program, warning such a step could be  quot;counter-productive quot;.",0
"Reuters - Back to school for many kids means\""back to Internet access"" in classes where the best of\filtering software is not foolproof, particularly against\seemingly harmless Web sites used for invasive marketing.",3
"Myanmar #39;s prime minister was sacked Tuesday by his army colleagues, clouding prospects for the freedom of opposition leader Aung San Suu Kyi and for democracy in the military-led Southeast Asian nation.",0
"Boston Scientific Corp. said yesterday it sold \$8.3 million worth of its Taxus drug-coated cardiac stents per day this month, a record level the Natick medical ",2
"MacCentral - After announcing on Wednesday that the Canadian iTunes Music Store had been postponed, Apple Computer Inc. has quietly launched the store. Apple CEO announced the Canadian store would open in November at the iPod event in October that also launched the EU iTunes Music Store, which added Austria, Belgium, Finland, Greece, Italy, Luxembourg, The Netherlands, Portugal and Spain to the countries that already had the music store in Europe (United Kingdom, France and Germany).",3
A slimming aid made from a southern African cactus is set to be developed by UK pharmaceutical Phytopharm and Anglo-Dutch food giant Unilever.,2
Skipper Ricky Ponting makes a double century as Australia continue to dominate the third Test against Pakistan.,0
Pakistan's parliament is expected on Friday to vote for outgoing Finance Minister Shaukat Aziz as  prime minister.,0
Curfews for those thought to be thinking about terror,3
"Microsoft Corp. is no longer an also-ran in the market for handheld computer software. For the last three months, gadgets running the software giant #39;s Windows Mobile operating system outsold ",3
"Global warming is melting the Arctic ice faster than expected, and the world #39;s oceans could rise by about a meter by 2100, swamping homes from Bangladesh to Florida, the head of a study said.",3
"Delray Beach, FL (Sports Network) - Defending champion Jan-Michael Gambill of the United States was upended by Croatian Mario Ancic during first round action of the International Tennis Championships on Monday.",1
"Beijing, Oct. 28 (PTI): China today raised its interest rates for the first time in nine years to consolidate macro economic adjustment and ensure healthy growth of the economy, the apex bank said here.",2
"Traces of explosives found in one of two downed Tupolev planes match explosives used in the 1999 bombing attacks of Moscow apartments by Chechen separatists, according to two US government sources.",0
"UNDER the cover of darkness, America #39;s domestic goddess, Martha Stewart, surrendered and went to jail yesterday. Just before dawn, a car approached Alderson Federal Prison Camp in West Virginia.",2
"The University of Rhode Island football team, in pursuit of its first winning season in three years and just its third since 1992, took a step in that direction last Saturday with its 27-24 victory over Massachusetts in Kingston, R.I.",1
"AP - Semiconductor Manufacturing International Corp., a leading Chinese computer chip maker, plans to begin supplying chips using more advanced technology to major clients such as Texas Instruments Inc. beginning next year, the companies said Friday.",0
"The European Commission (EC), which fined Microsoft a record 497 million euros (US\$625.50 million) this year for abusing its dominant position, on Monday vowed to continue pursuing the US software group through the courts for anti-competitive behavior.",3
"Stocks were set to open higher Tuesday, with the blue-chip Dow industrials aiming to push back above 10,000 mark. Oil prices remain in focus, with crude reaching above \$50 a barrle in premarket trading.",2
"Leaders of the NYC2012 committee highlighted New York's advantages in multiculturalism, money and media power.",1
"Jakarta: At least 10 people were killed and almost 50 injured when a passenger plane skidded off a rain-slicked runway and seven crew aboard the plane operated by budget airline Lion Air, which was landing at Adisumarno airport in the city of Solo after a ",0
Canadian Press - SASKATOON (CP) - Saskatchewan became the seventh Canadian jurisdiction to allow same-sex marriages Friday after a judge ruled the current federal law on the subject unconstitutional.,0
"The tsunami triggered by a massive undersea earthquake Dec. 26 not only washed away thousands of people living on India's coastlines, it may have also permanently altered its geography.",0
"The number of summer visitors to Alaska rose from the year before, prompting the president of the Alaska Travel Industry Association to say tourism appeared to be back on track since leveling off after the 2001 terrorist attacks.",2
The Israeli army said on Wednesday that a total of 148 unarmed Palestinians have been killed in the West Bank this year. A senior Israel Defense Forces (IDF) officer released ,0
"The Tennessee Titans rolled to a crushing 48-27 win over Green Bay Monday, and handed the slumping Packers their fourth straight loss of the National Football League season.",1
An advanced system of video surveillance will alert Chicago police whenever anyone viewed by the cameras acts suspiciously.,3
"AP - China raised its official death toll from Typhoon Rananim to at least 147 on Monday, as villagers with farm tools dug through massive landslides searching for 40 people still missing.",0
"The president wants to tap prominent figures outside the administration to help sell rewrites of Social Security and the tax laws to Congress and the country, White House aides and advisers said over the weekend.",2
AP - Tennessee quarterback Steve McNair missed a second straight start Monday night and his fifth this season because of his bruised sternum.,1
" BRUSSELS (Reuters) - Russia is backsliding on democracy and  the EU must take Moscow to task while bringing other former  Soviet republics closer to the West, the bloc's incoming  External Relations Commissioner said on Tuesday.",0
"CHARLESTON, S.C. - Andy Roddick hit a record 155 mph serve in his 6-1, 6-4, 6-4 win over Vladimir Voltchkov on Friday to help the United States to a 2-0 lead over Belarus in the Davis Cup semifinals...",0
"LONDONBritish troops could be moved to Baghdad to provide cover for American troops as they carry out offensive operations against insurgents in Falluja and elsewhere in the country, media reports said yesterday.",0
" BEIJING (Reuters) - An overloaded ferry sank in China's  powerful Yellow River killing at least 12 people and leaving 36  missing, the China Daily newspaper said Saturday.",0
AFP - James Anderson took the crucial wickets of Chris Gayle and Brian Lara as England pressed for victory in the fourth Test against the West Indies at the Oval here.,0
"Reuters - Singapore banned human cloning\Thursday and said offenders would face 10 years in jail to\prevent ""abhorrent experiments.""",3
"If all goes as scheduled Monday afternoon, NASA will set another flight-speed record with its X-43A hypersonic, scramjet research aircraft.",3
"AP - As Hurricane Frances swirled off Florida's coast, officials wanted word on whether to evacuate millions of residents and reporters insisted on more information about where the menacing storm was headed.",3
"A final laboratory test has confirmed that an Alberta dairy cow had mad cow disease, the second case Canada has found in its herd.",3
"Indonesian police have detained seven people linked to terrorism since last week #39;s bombing outside the Australian embassy in Jakarta that killed nine people and wounded 182, officers said on Friday.",0
"Carlos Beltran sent Minute Maid Park into a frenzy. He drove Julian Tavarez a little crazy, too. Beltran struck again Sunday, homering in a record fifth straight postseason game, sending the Houston Astros over the St.",1
"Interest rates may have peaked, the Bank of England has signalled as it warned that house prices could fall further in the coming months.",2
"AP - In One Day of Prayer, sent in advance for use Oct. 24, The Associated Press misattributed a statement about policy toward the preaching of radical Islam at the London Central Mosque. The official quoted was the deputy director of the mosque, Sheik Anwar Madi, not the director, Ahmed Al-Dubian.",0
"Stuart McIrvine, IBM's new director of corporate security strategy, said he's working to better align the company's various IT security offerings to help users cope with regulatory compliance requirements, cyberattacks and other issues.",3
"ANAHEIM -- Jeff DaVanon has taken a back seat to Vladimir Guerrero and Jose Guillen this season, but the Anaheim Angels backup outfielder etched his name in the teams record book.",1
"Sauber Petronas have invited Vitantonio Liuzzi for a test drive. The 22-year old Red Bull Junior Team pilot, who has won this year #39;s Formula 3000 Championship far ahead of the competition, will be driving the Sauber Petronas C23 at Jerez on 16 September.",1
"Mumbai, Aug. 23. (PTI): Revising the outlook on India #39;s long-term foreign currency and local currency ratings, Standard  amp; Poor #39;s Ratings Services today warned that the local currency rating could be lowered ",2
"AP - Desperate to know their loved ones' fates, grieving relatives scuffled with guards Friday at the scene of China's worst mining accident this year as rescue workers pulled more bodies out of a mine shaft choked with poison gas.",0
"AP - Chicago Cubs reliever Kyle Farnsworth took out his frustrations by kicking an electric fan. Now he's expected to miss at least three weeks. Farnsworth was placed on the 15-day disabled list with a sprained and bruised right knee Saturday, one day after he gave up six runs in the ninth inning to the Houston Astros.",1
The European Union said Wednesday it would consider appealing a World Trade Organization ruling that found its subsidies to European sugar producers violate global trade rules.,2
"AP - U.S. aircraft bombed a suspected rebel safehouse Thursday in the insurgent stronghold of Fallujah, killing two people, the U.S. military and witnesses said.",0
"The Taiwan-made AC adapters sold with Dell notebooks can overheat, posing risk of fire and electrical shock.",3
"Sure, the Cardinals had hoped erstwhile right-hander Matt Morris would be all that he could be on Thursday night at Busch Stadium.",1
"AstraZeneca shares have fallen more than 6 percent after a US medical panel recommended regulators reject its anti-clotting pill Exanta, a key product for the company #39;s future growth.",2
"30 August 2004 -- Iran #39;s security chief, Hasan Rowhani, has assured visiting Iraqi officials that his country is committed to cooperating on establishing security in Iraq.",0
"ISLAMABAD : A national debate is raging in Pakistan after President Pervez Musharraf #39;s outlining of a range of bold new options for divided Kashmir that include independence, joint control with India and demilitarisation.",0
"The brother of the man who led a split in Sri Lanka's Tamil Tiger rebel group is shot and killed, reports say.",0
Are extraterrestrials attempting to contact earth? The thought that ET may be sending out radio signals from somewhere in outer space is creating a buzz and astronomers involved in the search for extraterrestrial ,3
"US Airways Group Inc. has warned a bankruptcy court that it is considering whether to freeze or terminate two pension plans covering nearly 25,000 participants, The Wall Street Journal reports.",2
Reuters - Bioenvision Inc. (BIVN.O) said on\Friday it has submitted an application to European regulators\to market its experimental leukemia drug.,0
"The Motion Picture Association of America this week started an aggressive legal campaign against the eDonkey, BitTorrent, and DirectConnect file swapping services, filing suit against individuals operating servers for the peer-to-peer file swapping ",3
"Reuters - Back when everyone\believed the world was flat, people thought these rocky shores\on Spain's windswept ""coast of death"" were the end of the\world. In today's world, you only need a mobile phone to get\there ... and back.",3
"Investor's Business Daily - Europe's largest wireless carrier, Vodafone Group, this month said it's expanded its 3G high-speed wireless service to more markets -- and cell phone makers cheered.",3
LOS ANGELES A new Environmental Protection Agency report says concentrations of dangerous air pollutants have declined in Southern California in the last five years.,3
Reuters - Defense Secretary Donald Rumsfeld on\Thursday raised the possibility that some areas of Iraq night\be excluded from elections scheduled for January if security\could not be guaranteed.,0
"LONDON: If your city #39;s increasing traffic leaves you with nothing but a headache, here is a  #39;godsend vehicle #39; that promises to make life easier.",3
OTTAWA (CP) - The Toronto Argonauts have the green light to score off the field this week. Argos head coach Pinball Clemons was asked during the Grey Cup coaches #39; news conference Wednesday if he would allow ,1
"NEW YORK - Traditional phone systems may be going the way of the Pony Express. Voice-over-Internet Protocol, technology that allows users to make and receive phone calls using the Internet, is giving the old circuit-switched system a run for its money.",3
"Intel Corp., the world #39;s biggest computer-chip maker, doubled its quarterly dividend and boosted its stock buyback program by \$11.",2
"Charles Jenkins, a US military serviceman, received a minor sentence Wednesday to 30 days in confinement and dishonorable discharge by a US court-martial for his desertion in 1960s, the US Army said.",0
"Three days after the preview release of Firefox 1.0 and more than 720,000 downloads later, the Mozilla Foundation is moving to a new phase in its online campaign to build more market share.",3
"BAIKONUR, Kazakhstan: A Russian-US crew will blast off from here on Thursday bound for the orbiting international space station on a six-month mission to conduct a series of scientific experiments.",3
WORLEY Group became a true global player in mining services yesterday with the acquisition of an American partner. The \$US245 million (\$A350 million) purchase of US-based Parsons E amp;C will turn Worley into a near billion-dollar business.,2
"Arab foreign ministers faced the divisive issue of Syria #39;s role in Lebanon when they met here Tuesday, a day after Gulf states and Jordan endorsed a UN call for Syria to withdraw its troops from Lebanon.",0
"LONDON : British insurer Prudential announced plans to sell new shares worth one billion pounds (1.44 billion euros, 1.80 billion dollars) to expand in its home market and comply with new regulations.",2
The thousands of runners who step up to the starting lines of marathons each year may be following in the footsteps of our earliest human ancestors.,3
"The Red Sox stats, schedule #39; starting rotation still has two significant spots to be addressed, but the bullpen is near completion with the addition of veteran Matt Mantei.",1
"BESLAN, Russia - Russian soldiers fled as shooting broke out in the spasm of violence that ended the school siege here, and unprepared special forces were forced to borrow bullets from armed locals who had rushed to the scene.    As Beslan buried more victims Friday, a week after the bloodbath at School No...",0
"With new cafes and a slick ad campaign, Colombia is rebranding its coffee -- and Juan Valdez is getting hip",2
 KIEV (Reuters) - Ukrainian presidential hopeful Viktor  Yushchenko returned to campaigning Saturday in a defiant mood  after recovering from what his supporters said was an attempt  by authorities to poison him.,0
TORONTO (CP) - Cott Corp. lowered its 2004 profit target Wednesday as it announced a 14 per cent drop in quarterly profits and two small US acquisitions.,2
"Some pundits claim that the paid search market has peaked, but new research tells a different story, suggesting that local search is emerging as an important and powerful driver for the paid search market.",3
A string of bombs hit a resort and a campground popular with Israelis in Egypt #39;s Sinai Peninsula at the end of a Jewish holiday killing at least 19 people.,0
"AP - Two Israelis and an American won the Nobel Prize in chemistry Wednesday for showing how cells can give a ""kiss of death"" to destroy unwanted proteins, a finding that could help scientists find new medicines for cancer and other diseases. The award marks the first time an Israeli has won a Nobel science prize.",3
Korean chipmaker expects global sales will halve next year; sales growth could be in single digit. SEOUL (Reuters) - Growth in global semiconductor sales will probably halve next year and memory chip sales ,2
Indonesian media reports said the man alleged to be the field coordinator behind the bombing of the Australian embassy in Jakarta has been arrested.,0
Putnam Investments yesterday said it will dismiss another 100 employees in a cost-cutting move to reflect its smaller size after an employee-trading scandal cost it tens of billions in investors' funds.,2
George Washington and Saint Joseph's were picked to win their respective Atlantic 10 divisions in a poll of men's basketball coaches and media.,1
"Beazer Homes USA Inc., a homebuilder based in Atlanta, on Friday posted a 40 percent surge in profit for its latest quarter amid growth in new-home orders.",2
"UNITED NATIONS Sept. 24, 2004 - China on Friday welcomed a Russian draft resolution to draw up a new list of terror suspects who would be subject to extradition in a stepped-up global campaign against terrorism.",0
"Luton, Cardiff and Belfast International airports are to fall into the hands of a Spanish toll motorways operator through a 551m takeover of the aviation group TBI by a Barcelona-based Abertis Infrastructure.",2
"Leukemia specialists examined ailing Palestinian leader Yasser Arafat at a French military hospital to determine whether he suffers from the blood cancer, Palestinian officials said Saturday.",0
"DECEMBER 14, 2004 (IDG NEWS SERVICE) - Toshiba Corp. said today that it is close to commercializing a new data storage technology that could significantly increase the capacity of hard disk drives.",3
"Denver-based Qwest Communications International Inc. (NYSE: Q) has agreed to a pay \$250 million fine to settle a wide-ranging fraud investigation by the US Securities and Exchange Commission (SEC), the Associated Press reported Thursday.",2
"Pope John Paul II presided at a special prayer service Wednesday for an icon he is returning to Russia, expressing his hopes that the gesture will improve relations between Roman Catholics and Russian Orthodox Christians.",0
Firm says it's buying Dynamicsoft and its SIP-based development tools to help win new business with broadband and wireless providers.,3
"There have been some rumors floating around lately about an RNC ad that is being sent to people living in the Bible Belt about how 'liberals' want to ""ban the Bible"" (what that really means, I don't know, but there you have it).  It ain't a rumor folks, this is U.S. Presidential Campaign 2004, at its finest.",3
"Seoul, Korea (Sports Network) - Wimbledon champion Maria Sharapova was an easy quarterfinal winner Friday at the \$140,000 Korea Open Tennis Championships.",1
"Reuters - President Bush, accused by Democrats of\shirking his duty in the Texas Air National Guard during the\Vietnam War, wrote that he had ""inadequate time"" to meet future\Reserve commitments in his Nov. 1974 letter of resignation\released on Wednesday.",0
"AP - The U.S. economy grew at an annual rate of 3.3 percent in the spring, the government reported Wednesday. That was significantly better than a previous estimate but still the weakest showing in more than a year.",2
Auburn #39;s last chance to get into the Orange Bowl and play for the national championship was to score an overwhelming victory over Tennessee in the Southeastern Conference championship ,1
"AP - Radical cleric Muqtada al-Sadr ordered his fighters Thursday to hand control of a revered Najaf shrine to top Shiite religious authorities, hours after U.S. forces bombed militant positions and Iraq's prime minister made a ""final call"" for the cleric's militia to surrender.",0
"Further strengthening India #39;s position in the global communications arena, Videsh Sanchar Nigam Limited (Quote, Chart) will pay \$130 million for Tyco #39;s (Quote, Chart) undersea fiber-optic network, the companies announced today.",2
Auburn has won nine of its 11 games by 18 points or more. The Tigers are averaging 419.2 yards per game and will pound teams on the ground before going for the kill through the air.,1
The Russian town of Beslan - scene of a bloody school siege last year - pledges aid for tsunami victims.,0
" SEVILLE, Spain (Reuters) - Teenage rookie Rafael Nadal  blunted the world's fastest serve on Friday to beat Andy  Roddick and give Spain a 2-0 lead over the United States in the  Davis Cup final.",1
"PAUL S. OTELLINI was 41 and a rising star at Intel when, in 1992, his boss informed him that the company would choose him as its new chief of sales and marketing.",3
BRITISH Sports Minister Richard Caborn has hit out at the racist abuse suffered by black England players during their friendly match.,1
"The Giants batted around to score six runs in the fourth and held on for a 7-5 win over the Padres on Tuesday in front of 35,529 to open the three-game series.",1
"Former Blues first team coach Mark Bowen has been appointed assistant manager to new Blackburn boss Mark Hughes. Bowen, who was surprisingly sacked from his role as Steve Bruce #39;s right-hand man in the summer ",1
"A survey released today indicates that federal chief information security officers at agencies with small budgets are struggling under the weight of regulatory paperwork, while counterparts at larger agencies have the time, money and manpower to work on strategic planning.",3
"It was a rough September for many retailers battered by hurricanes on one side and rising fuel prices on the other, but American Eagle Outfitters Inc.",2
"Derek Jeter hit a leadoff home run, Jon Lieber pitched into the eighth inning, and the New York Yankees clinched their 10th consecutive trip to the postseason with a 7-3 victory over the Tampa Bay Devil Rays yesterday at Yankee Stadium.",1
" MONZA, Italy (Reuters) - Finland's Kimi Raikkonen can be  Michael Schumacher's heir as Formula One champion, according to  Ferrari's Ross Brawn.",1
"Thousands of Buddhist pilgrims trekked to a temple in the southern republic of Kalmykia today to join prayers led by the Dalai Lama, on his first visit to Russia after years of being denied entry.",0
"NEW YORK - A sharp drop in initial unemployment claims and bullish forecasts from Nokia and Texas Instruments sent stocks slightly higher in early trading Thursday.    Investors welcomed the latest Labor Department report, which showed 319,000 new claims for the past week, down 44,000 from a week ago...",0
PC World - Dangerous new ways to try to steal your money are in progress.,3
The operators of a Spanish-based Web site that sold music downloads have agreed to pay \$10.5 million to settle a copyright infringement lawsuit brought by several recording companies.,3
"The leader of Italy's right-wing National Alliance, Gianfranco Fini, is appointed foreign minister.",0
A vulnerability in a Java plug-in from Sun Microsystems used by most web browsers poses a risk for users of IE and alternative browsers alike.,3
"AP - Much to the Florida Marlins' regret, Josh Beckett was right.",1
"MANAMA: A \$1.3 billion (BD491 million) combined power, water and petrochemical plant is to be built in Bahrain. The project will create about 3,500 jobs during its construction and 500 in the long-term.",2
"This may be a calumny on Leesburg, Virginia, but somehow it doesn #39;t sound like the sort of place we would associate with a liberal judiciary.",3
" NEW YORK (Reuters) - Todd Walker homered, had three hits  and drove in four runs to lead the Chicago Cubs to a 12-5 win  over the Cincinnati Reds in National League play at Wrigley  Field on Monday.",1
"Carson Palmer might be back Sunday, Eli Manning will start Saturday, and Jeff Garcia won't be back this season. Another quarterback, Denver's Jake Plummer , likely will be fined for making an obscene gesture toward the stands.",1
"Intel Corp., the world #39;s biggest semiconductor maker, said it #39;s helping Indian and Chinese customers build personal computers that use the Linux operating system, an alternative to Microsoft Corp.",3
"Maxim (MXIM:Nasdaq - news - research) grew its first-quarter profit but said an inventory buildup hurt new bookings, a development bound to weigh on revenue in the quarter now underway.",2
The DUP was last night reconsidering its boycott of talks with the Irish government after Taoiseach Bertie Ahern apologised to party leader Ian Paisley.,0
"Michael Owen is expected to be fit for Saturday #39;s World Cup qualifier game against Wales. Owen, who has been suffering from a hamstring injury, managed to train successfully on Wednesday.",1
I got lots of mail this week about my Tuesday column about the Windows XP Service Pack 2 update from Microsoft. ,3
DVERTISERS have uncovered a world of young men with plenty of time on their hands and money to spend - a highly coveted demographic - in an unlikely place.,3
" TOKYO (Reuters) - Japan's Nikkei share average fell 0.4  percent to a six-week closing low on Tuesday, marking an  eight-day losing streak, after oil prices topped \$50 a barrel,  fanning concern over the business outlook for Japanese  companies.",2
"IHS Energy, which provides maps and technical databases to oil and natural-gas producers, acquired Cambridge Energy Research Associates, the consulting company ",2
"US oil prices were slightly softer on Monday after a four-day break, but the threat of a cold winter stretching persistently low global heating oil inventories kept the market within sight of \$50 a barrel.",2
&lt;strong&gt;Cash'n'Carrion&lt;/strong&gt; Lots of torch for not much cash,3
"  RABAT, Morocco, Dec. 11 -- Senior Arab officials attending a U.S.-sponsored conference to promote democracy in the Middle East emphatically rejected on Saturday the Bush administration's assertion that greater democracy in the region would help end terrorism. They argued that the administration's strong support of Israel made it difficult to undertake political reform or to stop extremists driven by hatred of U.S. policies.",0
The up to 64-way eServer p5 595 will be the new flagship of the product line with nearly three times the commercial performance and double the capacity of its predecessor.,3
Canadian Press - (CP) - Kyle Shewfelt is Canada's golden boy.,0
"It looks like Internet search sites have decided that it's all about you. Over the past few weeks, things have been heating up as search engines roll out  quot;personalization quot; features such as tools to help you save and organize search results online.",2
